"GrupoEdad","Sexo","PorcCasos","CasosAcum","PorcDef","DefAcum","fecha","NA"
"g20-29","Home / Hombre",14.6,4175,0.1,1,20201020,"2021-06-18"
"g30-39","Home / Hombre",15.1,4318,0.6,6,20201020,"2021-06-18"
"g40-49","Home / Hombre",16.6,4764,0.9,9,20201020,"2021-06-18"
"g50-59","Home / Hombre",14.7,4212,4.4,43,20201020,"2021-06-18"
"g60-69","Home / Hombre",11,3144,13.6,132,20201020,"2021-06-18"
"g70-79","Home / Hombre",8.1,2325,31.5,307,20201020,"2021-06-18"
"g80-89","Home / Hombre",5.1,1477,36.4,355,20201020,"2021-06-18"
"g90 o más","Home / Hombre",1.2,349,12.4,121,20201020,"2021-06-18"
"g0-9","Dona / Mujer",4.9,1529,0,0,20201019,"2021-06-18"
"g10-19","Dona / Mujer",7.8,2462,0.1,1,20201019,"2021-06-18"
"g20-29","Dona / Mujer",14.5,4556,0.1,1,20201019,"2021-06-18"
"g30-39","Dona / Mujer",14.8,4647,0.1,1,20201019,"2021-06-18"
"g40-49","Dona / Mujer",16.3,5125,0.7,5,20201019,"2021-06-18"
"g50-59","Dona / Mujer",15,4691,2.1,16,20201019,"2021-06-18"
"g60-69","Dona / Mujer",9.8,3086,6.2,47,20201019,"2021-06-18"
"g70-79","Dona / Mujer",7.2,2259,20.1,152,20201019,"2021-06-18"
"g80-89","Dona / Mujer",6.7,2107,44.4,335,20201019,"2021-06-18"
"g90 o más","Dona / Mujer",2.9,913,26.1,197,20201019,"2021-06-18"
"g0-9","Home / Hombre",5.4,1517,0,0,20201019,"2021-06-18"
"g10-19","Home / Hombre",8.2,2292,0,0,20201019,"2021-06-18"
"g20-29","Home / Hombre",14.6,4092,0.1,1,20201019,"2021-06-18"
"g30-39","Home / Hombre",15,4222,0.6,6,20201019,"2021-06-18"
"g40-49","Home / Hombre",16.5,4639,0.9,9,20201019,"2021-06-18"
"g50-59","Home / Hombre",14.7,4116,4.4,43,20201019,"2021-06-18"
"g60-69","Home / Hombre",11,3087,13.5,131,20201019,"2021-06-18"
"g70-79","Home / Hombre",8.1,2285,31.5,306,20201019,"2021-06-18"
"g80-89","Home / Hombre",5.2,1456,36.5,354,20201019,"2021-06-18"
"g90 o más","Home / Hombre",1.2,348,12.5,121,20201019,"2021-06-18"
"g0-9","Dona / Mujer",4.9,1521,0,0,20201017,"2021-06-18"
"g10-19","Dona / Mujer",7.8,2424,0.1,1,20201017,"2021-06-18"
"g20-29","Dona / Mujer",14.5,4529,0.1,1,20201017,"2021-06-18"
"g30-39","Dona / Mujer",14.8,4629,0.1,1,20201017,"2021-06-18"
"g40-49","Dona / Mujer",16.3,5097,0.7,5,20201017,"2021-06-18"
"g50-59","Dona / Mujer",15,4665,2.1,16,20201017,"2021-06-18"
"g60-69","Dona / Mujer",9.9,3076,6.2,47,20201017,"2021-06-18"
"g70-79","Dona / Mujer",7.2,2246,20.2,152,20201017,"2021-06-18"
"g80-89","Dona / Mujer",6.7,2101,44.3,334,20201017,"2021-06-18"
"g90 o más","Dona / Mujer",2.9,913,26.1,197,20201017,"2021-06-18"
"g0-9","Home / Hombre",5.4,1499,0,0,20201017,"2021-06-18"
"g10-19","Home / Hombre",8.1,2266,0,0,20201017,"2021-06-18"
"g20-29","Home / Hombre",14.6,4074,0.1,1,20201017,"2021-06-18"
"g30-39","Home / Hombre",15.1,4205,0.6,6,20201017,"2021-06-18"
"g40-49","Home / Hombre",16.5,4620,0.9,9,20201017,"2021-06-18"
"g50-59","Home / Hombre",14.7,4099,4.4,43,20201017,"2021-06-18"
"g60-69","Home / Hombre",11,3080,13.5,131,20201017,"2021-06-18"
"g70-79","Home / Hombre",8.2,2276,31.6,306,20201017,"2021-06-18"
"g80-89","Home / Hombre",5.2,1450,36.4,353,20201017,"2021-06-18"
"g90 o más","Home / Hombre",1.2,348,12.4,120,20201017,"2021-06-18"
"g0-9","Dona / Mujer",4.8,1461,0,0,20201015,"2021-06-18"
"g10-19","Dona / Mujer",7.7,2323,0.1,1,20201015,"2021-06-18"
"g20-29","Dona / Mujer",14.5,4395,0.1,1,20201015,"2021-06-18"
"g30-39","Dona / Mujer",14.8,4495,0.1,1,20201015,"2021-06-18"
"g40-49","Dona / Mujer",16.3,4948,0.7,5,20201015,"2021-06-18"
"g50-59","Dona / Mujer",14.9,4522,2.1,16,20201015,"2021-06-18"
"g60-69","Dona / Mujer",9.9,2994,6.2,47,20201015,"2021-06-18"
"g70-79","Dona / Mujer",7.2,2182,20.2,152,20201015,"2021-06-18"
"g80-89","Dona / Mujer",6.8,2060,44.4,334,20201015,"2021-06-18"
"g90 o más","Dona / Mujer",3,911,26,196,20201015,"2021-06-18"
"g0-9","Home / Hombre",5.3,1432,0,0,20201015,"2021-06-18"
"g10-19","Home / Hombre",8,2178,0,0,20201015,"2021-06-18"
"g20-29","Home / Hombre",14.6,3941,0.1,1,20201015,"2021-06-18"
"g30-39","Home / Hombre",15.1,4091,0.6,6,20201015,"2021-06-18"
"g40-49","Home / Hombre",16.5,4464,0.9,9,20201015,"2021-06-18"
"g50-59","Home / Hombre",14.7,3966,4.5,43,20201015,"2021-06-18"
"g60-69","Home / Hombre",11.1,3008,13.3,128,20201015,"2021-06-18"
"g70-79","Home / Hombre",8.2,2223,31.6,304,20201015,"2021-06-18"
"g80-89","Home / Hombre",5.2,1414,36.6,352,20201015,"2021-06-18"
"g90 o más","Home / Hombre",1.3,344,12.4,119,20201015,"2021-06-18"
"g0-9","Dona / Mujer",4.8,1433,0,0,20201014,"2021-06-18"
"g10-19","Dona / Mujer",7.6,2279,0.1,1,20201014,"2021-06-18"
"g20-29","Dona / Mujer",14.5,4339,0.1,1,20201014,"2021-06-18"
"g30-39","Dona / Mujer",14.9,4442,0.1,1,20201014,"2021-06-18"
"g40-49","Dona / Mujer",16.3,4881,0.7,5,20201014,"2021-06-18"
"g50-59","Dona / Mujer",14.9,4461,2.1,16,20201014,"2021-06-18"
"g60-69","Dona / Mujer",9.9,2957,6.3,47,20201014,"2021-06-18"
"g70-79","Dona / Mujer",7.2,2149,20.3,152,20201014,"2021-06-18"
"g80-89","Dona / Mujer",6.8,2040,44.4,333,20201014,"2021-06-18"
"g90 o más","Dona / Mujer",3,905,25.9,194,20201014,"2021-06-18"
"g0-9","Home / Hombre",5.3,1409,0,0,20201014,"2021-06-18"
"g10-19","Home / Hombre",8,2149,0,0,20201014,"2021-06-18"
"g20-29","Home / Hombre",14.6,3895,0.1,1,20201014,"2021-06-18"
"g30-39","Home / Hombre",15.1,4033,0.6,6,20201014,"2021-06-18"
"g40-49","Home / Hombre",16.4,4388,0.8,8,20201014,"2021-06-18"
"g50-59","Home / Hombre",14.7,3914,4.5,43,20201014,"2021-06-18"
"g60-69","Home / Hombre",11.1,2974,13.2,126,20201014,"2021-06-18"
"g70-79","Home / Hombre",8.2,2200,31.8,304,20201014,"2021-06-18"
"g80-89","Home / Hombre",5.3,1409,36.6,350,20201014,"2021-06-18"
"g90 o más","Home / Hombre",1.3,340,12.3,118,20201014,"2021-06-18"
"g0-9","Dona / Mujer",4.8,1412,0,0,20201013,"2021-06-18"
"g10-19","Dona / Mujer",7.6,2242,0.1,1,20201013,"2021-06-18"
"g20-29","Dona / Mujer",14.5,4281,0.1,1,20201013,"2021-06-18"
"g30-39","Dona / Mujer",14.9,4384,0.1,1,20201013,"2021-06-18"
"g40-49","Dona / Mujer",16.3,4818,0.7,5,20201013,"2021-06-18"
"g50-59","Dona / Mujer",14.9,4404,2.1,16,20201013,"2021-06-18"
"g60-69","Dona / Mujer",9.9,2916,6.3,47,20201013,"2021-06-18"
"g70-79","Dona / Mujer",7.2,2120,20.3,152,20201013,"2021-06-18"
"g80-89","Dona / Mujer",6.9,2025,44.5,333,20201013,"2021-06-18"
"g90 o más","Dona / Mujer",3.1,901,25.8,193,20201013,"2021-06-18"
"g0-9","Home / Hombre",5.3,1383,0,0,20201013,"2021-06-18"
"g10-19","Home / Hombre",8,2114,0,0,20201013,"2021-06-18"
"g20-29","Home / Hombre",14.6,3832,0.1,1,20201013,"2021-06-18"
"g30-39","Home / Hombre",15.1,3974,0.6,6,20201013,"2021-06-18"
"g40-49","Home / Hombre",16.3,4296,0.8,8,20201013,"2021-06-18"
"g50-59","Home / Hombre",14.7,3855,4.5,43,20201013,"2021-06-18"
"g60-69","Home / Hombre",11.1,2928,13.1,125,20201013,"2021-06-18"
"g70-79","Home / Hombre",8.3,2174,31.8,303,20201013,"2021-06-18"
"g80-89","Home / Hombre",5.3,1395,36.6,349,20201013,"2021-06-18"
"g90 o más","Home / Hombre",1.3,336,12.4,118,20201013,"2021-06-18"
"g0-9","Dona / Mujer",4.8,1403,0,0,20201012,"2021-06-18"
"g10-19","Dona / Mujer",7.6,2230,0.1,1,20201012,"2021-06-18"
"g20-29","Dona / Mujer",14.5,4260,0.1,1,20201012,"2021-06-18"
"g30-39","Dona / Mujer",14.9,4367,0.1,1,20201012,"2021-06-18"
"g40-49","Dona / Mujer",16.3,4796,0.7,5,20201012,"2021-06-18"
"g50-59","Dona / Mujer",14.9,4384,2.2,16,20201012,"2021-06-18"
"g60-69","Dona / Mujer",9.9,2906,6.3,47,20201012,"2021-06-18"
"g70-79","Dona / Mujer",7.2,2110,20,149,20201012,"2021-06-18"
"g80-89","Dona / Mujer",6.9,2022,44.5,331,20201012,"2021-06-18"
"g90 o más","Dona / Mujer",3.1,900,25.9,193,20201012,"2021-06-18"
"g0-9","Home / Hombre",5.3,1373,0,0,20201012,"2021-06-18"
"g10-19","Home / Hombre",8,2094,0,0,20201012,"2021-06-18"
"g20-29","Home / Hombre",14.6,3808,0.1,1,20201012,"2021-06-18"
"g30-39","Home / Hombre",15.1,3954,0.6,6,20201012,"2021-06-18"
"g40-49","Home / Hombre",16.3,4271,0.8,8,20201012,"2021-06-18"
"g50-59","Home / Hombre",14.7,3833,4.5,43,20201012,"2021-06-18"
"g60-69","Home / Hombre",11.2,2916,13.2,125,20201012,"2021-06-18"
"g70-79","Home / Hombre",8.3,2160,31.7,300,20201012,"2021-06-18"
"g80-89","Home / Hombre",5.3,1389,36.5,345,20201012,"2021-06-18"
"g90 o más","Home / Hombre",1.3,337,12.5,118,20201012,"2021-06-18"
"g0-9","Dona / Mujer",4.7,1359,0,0,20201008,"2021-06-18"
"g10-19","Dona / Mujer",7.5,2152,0.1,1,20201008,"2021-06-18"
"g20-29","Dona / Mujer",14.5,4165,0.1,1,20201008,"2021-06-18"
"g30-39","Dona / Mujer",14.9,4289,0.1,1,20201008,"2021-06-18"
"g40-49","Dona / Mujer",16.3,4699,0.7,5,20201008,"2021-06-18"
"g50-59","Dona / Mujer",14.9,4298,2.2,16,20201008,"2021-06-18"
"g60-69","Dona / Mujer",9.9,2847,6.4,47,20201008,"2021-06-18"
"g70-79","Dona / Mujer",7.2,2077,19.9,147,20201008,"2021-06-18"
"g80-89","Dona / Mujer",6.9,1995,44.5,329,20201008,"2021-06-18"
"g90 o más","Dona / Mujer",3.1,890,26,192,20201008,"2021-06-18"
"g0-9","Home / Hombre",5.2,1329,0,0,20201008,"2021-06-18"
"g10-19","Home / Hombre",7.8,1992,0,0,20201008,"2021-06-18"
"g20-29","Home / Hombre",14.6,3725,0.1,1,20201008,"2021-06-18"
"g30-39","Home / Hombre",15.1,3860,0.6,6,20201008,"2021-06-18"
"g40-49","Home / Hombre",16.3,4172,0.8,8,20201008,"2021-06-18"
"g50-59","Home / Hombre",14.7,3749,4.6,43,20201008,"2021-06-18"
"g60-69","Home / Hombre",11.2,2856,13.3,125,20201008,"2021-06-18"
"g70-79","Home / Hombre",8.3,2128,31.8,300,20201008,"2021-06-18"
"g80-89","Home / Hombre",5.4,1373,36.3,342,20201008,"2021-06-18"
"g90 o más","Home / Hombre",1.3,336,12.5,118,20201008,"2021-06-18"
"g0-9","Dona / Mujer",4.7,1339,0,0,20201007,"2021-06-18"
"g10-19","Dona / Mujer",7.4,2106,0.1,1,20201007,"2021-06-18"
"g20-29","Dona / Mujer",14.5,4105,0.1,1,20201007,"2021-06-18"
"g30-39","Dona / Mujer",15,4241,0.1,1,20201007,"2021-06-18"
"g40-49","Dona / Mujer",16.4,4634,0.7,5,20201007,"2021-06-18"
"g50-59","Dona / Mujer",15,4251,2.2,16,20201007,"2021-06-18"
"g60-69","Dona / Mujer",9.9,2812,6.4,47,20201007,"2021-06-18"
"g70-79","Dona / Mujer",7.2,2047,19.9,147,20201007,"2021-06-18"
"g80-89","Dona / Mujer",6.8,1938,44.6,329,20201007,"2021-06-18"
"g90 o más","Dona / Mujer",3.1,868,25.9,191,20201007,"2021-06-18"
"g0-9","Home / Hombre",5.2,1312,0,0,20201007,"2021-06-18"
"g10-19","Home / Hombre",7.8,1961,0,0,20201007,"2021-06-18"
"g20-29","Home / Hombre",14.6,3689,0.1,1,20201007,"2021-06-18"
"g30-39","Home / Hombre",15.1,3807,0.6,6,20201007,"2021-06-18"
"g40-49","Home / Hombre",16.3,4118,0.8,8,20201007,"2021-06-18"
"g50-59","Home / Hombre",14.7,3701,4.6,43,20201007,"2021-06-18"
"g60-69","Home / Hombre",11.2,2826,13.3,125,20201007,"2021-06-18"
"g70-79","Home / Hombre",8.3,2102,31.8,300,20201007,"2021-06-18"
"g80-89","Home / Hombre",5.4,1352,36.2,341,20201007,"2021-06-18"
"g90 o más","Home / Hombre",1.3,331,12.5,118,20201007,"2021-06-18"
"g0-9","Dona / Mujer",4.7,1328,0,0,20201006,"2021-06-18"
"g10-19","Dona / Mujer",7.4,2081,0.1,1,20201006,"2021-06-18"
"g20-29","Dona / Mujer",14.5,4071,0.1,1,20201006,"2021-06-18"
"g30-39","Dona / Mujer",14.9,4205,0.1,1,20201006,"2021-06-18"
"g40-49","Dona / Mujer",16.3,4596,0.7,5,20201006,"2021-06-18"
"g50-59","Dona / Mujer",15,4226,2.2,16,20201006,"2021-06-18"
"g60-69","Dona / Mujer",9.9,2794,6.4,47,20201006,"2021-06-18"
"g70-79","Dona / Mujer",7.2,2036,19.9,146,20201006,"2021-06-18"
"g80-89","Dona / Mujer",6.9,1933,44.6,328,20201006,"2021-06-18"
"g90 o más","Dona / Mujer",3.1,863,25.9,190,20201006,"2021-06-18"
"g0-9","Home / Hombre",5.2,1300,0,0,20201006,"2021-06-18"
"g10-19","Home / Hombre",7.7,1936,0,0,20201006,"2021-06-18"
"g20-29","Home / Hombre",14.6,3652,0.1,1,20201006,"2021-06-18"
"g30-39","Home / Hombre",15.1,3773,0.6,6,20201006,"2021-06-18"
"g40-49","Home / Hombre",16.3,4080,0.9,8,20201006,"2021-06-18"
"g50-59","Home / Hombre",14.7,3673,4.6,43,20201006,"2021-06-18"
"g60-69","Home / Hombre",11.2,2802,13.2,124,20201006,"2021-06-18"
"g70-79","Home / Hombre",8.4,2096,31.8,299,20201006,"2021-06-18"
"g80-89","Home / Hombre",5.4,1347,36.2,340,20201006,"2021-06-18"
"g90 o más","Home / Hombre",1.3,330,12.6,118,20201006,"2021-06-18"
"g0-9","Dona / Mujer",4.7,1311,0,0,20201005,"2021-06-18"
"g10-19","Dona / Mujer",7.3,2026,0.1,1,20201005,"2021-06-18"
"g20-29","Dona / Mujer",14.4,4019,0.1,1,20201005,"2021-06-18"
"g30-39","Dona / Mujer",15,4168,0.1,1,20201005,"2021-06-18"
"g40-49","Dona / Mujer",16.3,4542,0.7,5,20201005,"2021-06-18"
"g50-59","Dona / Mujer",15,4186,2.2,16,20201005,"2021-06-18"
"g60-69","Dona / Mujer",10,2774,6.4,47,20201005,"2021-06-18"
"g70-79","Dona / Mujer",7.2,2012,19.8,145,20201005,"2021-06-18"
"g80-89","Dona / Mujer",6.9,1922,44.6,327,20201005,"2021-06-18"
"g90 o más","Dona / Mujer",3.1,861,25.9,190,20201005,"2021-06-18"
"g0-9","Home / Hombre",5.2,1282,0,0,20201005,"2021-06-18"
"g10-19","Home / Hombre",7.6,1877,0,0,20201005,"2021-06-18"
"g20-29","Home / Hombre",14.6,3609,0.1,1,20201005,"2021-06-18"
"g30-39","Home / Hombre",15.1,3734,0.6,6,20201005,"2021-06-18"
"g40-49","Home / Hombre",16.3,4013,0.9,8,20201005,"2021-06-18"
"g50-59","Home / Hombre",14.7,3628,4.6,43,20201005,"2021-06-18"
"g60-69","Home / Hombre",11.2,2774,13.3,123,20201005,"2021-06-18"
"g70-79","Home / Hombre",8.4,2084,32.1,298,20201005,"2021-06-18"
"g80-89","Home / Hombre",5.4,1339,35.9,333,20201005,"2021-06-18"
"g90 o más","Home / Hombre",1.3,328,12.5,116,20201005,"2021-06-18"
"g0-9","Dona / Mujer",4.7,1286,0,0,20201003,"2021-06-18"
"g10-19","Dona / Mujer",7.2,1979,0.1,1,20201003,"2021-06-18"
"g20-29","Dona / Mujer",14.4,3973,0.1,1,20201003,"2021-06-18"
"g30-39","Dona / Mujer",15,4137,0.1,1,20201003,"2021-06-18"
"g40-49","Dona / Mujer",16.3,4488,0.7,5,20201003,"2021-06-18"
"g50-59","Dona / Mujer",15.1,4158,2.2,16,20201003,"2021-06-18"
"g60-69","Dona / Mujer",10,2747,6.4,47,20201003,"2021-06-18"
"g70-79","Dona / Mujer",7.2,1995,19.8,145,20201003,"2021-06-18"
"g80-89","Dona / Mujer",6.9,1911,44.6,327,20201003,"2021-06-18"
"g90 o más","Dona / Mujer",3.1,858,25.9,190,20201003,"2021-06-18"
"g0-9","Home / Hombre",5.2,1259,0,0,20201003,"2021-06-18"
"g10-19","Home / Hombre",7.5,1824,0,0,20201003,"2021-06-18"
"g20-29","Home / Hombre",14.6,3564,0.1,1,20201003,"2021-06-18"
"g30-39","Home / Hombre",15.2,3697,0.7,6,20201003,"2021-06-18"
"g40-49","Home / Hombre",16.3,3972,0.9,8,20201003,"2021-06-18"
"g50-59","Home / Hombre",14.7,3597,4.6,42,20201003,"2021-06-18"
"g60-69","Home / Hombre",11.3,2752,13.3,123,20201003,"2021-06-18"
"g70-79","Home / Hombre",8.5,2070,32.2,297,20201003,"2021-06-18"
"g80-89","Home / Hombre",5.5,1331,35.8,330,20201003,"2021-06-18"
"g90 o más","Home / Hombre",1.3,327,12.6,116,20201003,"2021-06-18"
"g0-9","Dona / Mujer",4.6,1233,0,0,20201001,"2021-06-18"
"g10-19","Dona / Mujer",7,1891,0.1,1,20201001,"2021-06-18"
"g20-29","Dona / Mujer",14.4,3873,0.1,1,20201001,"2021-06-18"
"g30-39","Dona / Mujer",15,4044,0.1,1,20201001,"2021-06-18"
"g40-49","Dona / Mujer",16.3,4381,0.7,5,20201001,"2021-06-18"
"g50-59","Dona / Mujer",15.2,4091,2.2,16,20201001,"2021-06-18"
"g60-69","Dona / Mujer",10,2681,6.4,47,20201001,"2021-06-18"
"g70-79","Dona / Mujer",7.3,1968,19.8,145,20201001,"2021-06-18"
"g80-89","Dona / Mujer",7,1893,44.7,327,20201001,"2021-06-18"
"g90 o más","Dona / Mujer",3.2,850,25.8,189,20201001,"2021-06-18"
"g0-9","Home / Hombre",5.1,1203,0,0,20201001,"2021-06-18"
"g10-19","Home / Hombre",7.4,1764,0,0,20201001,"2021-06-18"
"g20-29","Home / Hombre",14.6,3463,0.1,1,20201001,"2021-06-18"
"g30-39","Home / Hombre",15.1,3597,0.7,6,20201001,"2021-06-18"
"g40-49","Home / Hombre",16.3,3866,0.9,8,20201001,"2021-06-18"
"g50-59","Home / Hombre",14.8,3516,4.5,41,20201001,"2021-06-18"
"g60-69","Home / Hombre",11.4,2701,13.4,123,20201001,"2021-06-18"
"g70-79","Home / Hombre",8.5,2028,32.2,296,20201001,"2021-06-18"
"g80-89","Home / Hombre",5.5,1306,35.7,328,20201001,"2021-06-18"
"g90 o más","Home / Hombre",1.4,321,12.6,116,20201001,"2021-06-18"
"g0-9","Dona / Mujer",4.6,1217,0,0,20200930,"2021-06-18"
"g10-19","Dona / Mujer",7,1858,0.1,1,20200930,"2021-06-18"
"g20-29","Dona / Mujer",14.4,3825,0,0,20200930,"2021-06-18"
"g30-39","Dona / Mujer",15.1,4008,0.1,1,20200930,"2021-06-18"
"g40-49","Dona / Mujer",16.2,4320,0.7,5,20200930,"2021-06-18"
"g50-59","Dona / Mujer",15.3,4061,2.2,16,20200930,"2021-06-18"
"g60-69","Dona / Mujer",10,2655,6.3,46,20200930,"2021-06-18"
"g70-79","Dona / Mujer",7.3,1947,19.8,144,20200930,"2021-06-18"
"g80-89","Dona / Mujer",7.1,1882,44.8,326,20200930,"2021-06-18"
"g90 o más","Dona / Mujer",3.2,849,26,189,20200930,"2021-06-18"
"g0-9","Home / Hombre",5,1181,0,0,20200930,"2021-06-18"
"g10-19","Home / Hombre",7.4,1734,0,0,20200930,"2021-06-18"
"g20-29","Home / Hombre",14.5,3409,0.1,1,20200930,"2021-06-18"
"g30-39","Home / Hombre",15.2,3557,0.7,6,20200930,"2021-06-18"
"g40-49","Home / Hombre",16.3,3818,0.9,8,20200930,"2021-06-18"
"g50-59","Home / Hombre",14.8,3467,4.5,41,20200930,"2021-06-18"
"g60-69","Home / Hombre",11.4,2667,13.3,122,20200930,"2021-06-18"
"g70-79","Home / Hombre",8.6,2009,32.1,294,20200930,"2021-06-18"
"g80-89","Home / Hombre",5.5,1301,35.7,327,20200930,"2021-06-18"
"g90 o más","Home / Hombre",1.4,320,12.7,116,20200930,"2021-06-18"
"g0-9","Dona / Mujer",4.5,1189,0,0,20200929,"2021-06-18"
"g10-19","Dona / Mujer",6.9,1828,0.1,1,20200929,"2021-06-18"
"g20-29","Dona / Mujer",14.3,3764,0,0,20200929,"2021-06-18"
"g30-39","Dona / Mujer",15,3955,0.1,1,20200929,"2021-06-18"
"g40-49","Dona / Mujer",16.2,4266,0.7,5,20200929,"2021-06-18"
"g50-59","Dona / Mujer",15.3,4021,2.2,16,20200929,"2021-06-18"
"g60-69","Dona / Mujer",10,2639,6.3,46,20200929,"2021-06-18"
"g70-79","Dona / Mujer",7.3,1928,19.7,143,20200929,"2021-06-18"
"g80-89","Dona / Mujer",7.1,1873,44.8,325,20200929,"2021-06-18"
"g90 o más","Dona / Mujer",3.2,842,25.9,188,20200929,"2021-06-18"
"g0-9","Home / Hombre",5,1159,0,0,20200929,"2021-06-18"
"g10-19","Home / Hombre",7.4,1702,0,0,20200929,"2021-06-18"
"g20-29","Home / Hombre",14.5,3364,0.1,1,20200929,"2021-06-18"
"g30-39","Home / Hombre",15.2,3507,0.7,6,20200929,"2021-06-18"
"g40-49","Home / Hombre",16.2,3747,0.9,8,20200929,"2021-06-18"
"g50-59","Home / Hombre",14.8,3422,4.5,41,20200929,"2021-06-18"
"g60-69","Home / Hombre",11.4,2635,13.4,122,20200929,"2021-06-18"
"g70-79","Home / Hombre",8.6,1997,32.1,293,20200929,"2021-06-18"
"g80-89","Home / Hombre",5.6,1293,35.7,326,20200929,"2021-06-18"
"g90 o más","Home / Hombre",1.4,319,12.6,115,20200929,"2021-06-18"
"g0-9","Dona / Mujer",4.5,1149,0,0,20200928,"2021-06-18"
"g10-19","Dona / Mujer",6.8,1759,0.1,1,20200928,"2021-06-18"
"g20-29","Dona / Mujer",14.3,3686,0,0,20200928,"2021-06-18"
"g30-39","Dona / Mujer",15,3865,0.1,1,20200928,"2021-06-18"
"g40-49","Dona / Mujer",16.3,4203,0.7,5,20200928,"2021-06-18"
"g50-59","Dona / Mujer",15.3,3959,2.2,16,20200928,"2021-06-18"
"g60-69","Dona / Mujer",10,2588,6.4,46,20200928,"2021-06-18"
"g70-79","Dona / Mujer",7.4,1903,19.7,142,20200928,"2021-06-18"
"g80-89","Dona / Mujer",7.2,1859,44.7,322,20200928,"2021-06-18"
"g90 o más","Dona / Mujer",3.2,838,26,187,20200928,"2021-06-18"
"g0-9","Home / Hombre",4.9,1121,0,0,20200928,"2021-06-18"
"g10-19","Home / Hombre",7.3,1647,0,0,20200928,"2021-06-18"
"g20-29","Home / Hombre",14.5,3299,0.1,1,20200928,"2021-06-18"
"g30-39","Home / Hombre",15.1,3434,0.7,6,20200928,"2021-06-18"
"g40-49","Home / Hombre",16.2,3671,0.9,8,20200928,"2021-06-18"
"g50-59","Home / Hombre",14.8,3352,4.5,41,20200928,"2021-06-18"
"g60-69","Home / Hombre",11.4,2592,13.4,122,20200928,"2021-06-18"
"g70-79","Home / Hombre",8.7,1979,32.2,293,20200928,"2021-06-18"
"g80-89","Home / Hombre",5.7,1285,35.7,325,20200928,"2021-06-18"
"g90 o más","Home / Hombre",1.4,315,12.5,114,20200928,"2021-06-18"
"g0-9","Dona / Mujer",4.4,1134,0,0,20200926,"2021-06-18"
"g10-19","Dona / Mujer",6.8,1729,0.1,1,20200926,"2021-06-18"
"g20-29","Dona / Mujer",14.2,3641,0,0,20200926,"2021-06-18"
"g30-39","Dona / Mujer",15,3829,0.1,1,20200926,"2021-06-18"
"g40-49","Dona / Mujer",16.3,4166,0.7,5,20200926,"2021-06-18"
"g50-59","Dona / Mujer",15.4,3932,2.2,16,20200926,"2021-06-18"
"g60-69","Dona / Mujer",10,2569,6.4,46,20200926,"2021-06-18"
"g70-79","Dona / Mujer",7.4,1889,19.7,142,20200926,"2021-06-18"
"g80-89","Dona / Mujer",7.2,1843,44.7,322,20200926,"2021-06-18"
"g90 o más","Dona / Mujer",3.3,834,26,187,20200926,"2021-06-18"
"g0-9","Home / Hombre",4.9,1102,0,0,20200926,"2021-06-18"
"g10-19","Home / Hombre",7.2,1619,0,0,20200926,"2021-06-18"
"g20-29","Home / Hombre",14.5,3254,0.1,1,20200926,"2021-06-18"
"g30-39","Home / Hombre",15.1,3401,0.7,6,20200926,"2021-06-18"
"g40-49","Home / Hombre",16.2,3628,0.9,8,20200926,"2021-06-18"
"g50-59","Home / Hombre",14.8,3321,4.4,40,20200926,"2021-06-18"
"g60-69","Home / Hombre",11.5,2574,13.5,122,20200926,"2021-06-18"
"g70-79","Home / Hombre",8.8,1969,32.2,291,20200926,"2021-06-18"
"g80-89","Home / Hombre",5.7,1276,35.8,324,20200926,"2021-06-18"
"g90 o más","Home / Hombre",1.4,314,12.5,113,20200926,"2021-06-18"
"g0-9","Dona / Mujer",4.4,1091,0,0,20200924,"2021-06-18"
"g10-19","Dona / Mujer",6.7,1671,0.1,1,20200924,"2021-06-18"
"g20-29","Dona / Mujer",14.1,3521,0,0,20200924,"2021-06-18"
"g30-39","Dona / Mujer",14.9,3721,0.1,1,20200924,"2021-06-18"
"g40-49","Dona / Mujer",16.2,4041,0.7,5,20200924,"2021-06-18"
"g50-59","Dona / Mujer",15.4,3837,2.2,16,20200924,"2021-06-18"
"g60-69","Dona / Mujer",10.1,2523,6.4,46,20200924,"2021-06-18"
"g70-79","Dona / Mujer",7.4,1845,19.7,141,20200924,"2021-06-18"
"g80-89","Dona / Mujer",7.3,1818,44.8,320,20200924,"2021-06-18"
"g90 o más","Dona / Mujer",3.3,828,25.8,184,20200924,"2021-06-18"
"g0-9","Home / Hombre",4.8,1059,0,0,20200924,"2021-06-18"
"g10-19","Home / Hombre",7.1,1559,0,0,20200924,"2021-06-18"
"g20-29","Home / Hombre",14.4,3153,0.1,1,20200924,"2021-06-18"
"g30-39","Home / Hombre",15.1,3308,0.7,6,20200924,"2021-06-18"
"g40-49","Home / Hombre",16.1,3524,0.9,8,20200924,"2021-06-18"
"g50-59","Home / Hombre",14.7,3222,4.4,40,20200924,"2021-06-18"
"g60-69","Home / Hombre",11.6,2531,13.5,122,20200924,"2021-06-18"
"g70-79","Home / Hombre",8.8,1930,32.2,291,20200924,"2021-06-18"
"g80-89","Home / Hombre",5.7,1251,35.7,322,20200924,"2021-06-18"
"g90 o más","Home / Hombre",1.4,312,12.5,113,20200924,"2021-06-18"
"g0-9","Dona / Mujer",4.3,1062,0,0,20200923,"2021-06-18"
