"fecha","GrupoEdad","Sexo","CasosAcum","DefAcum","CasosDia","DefDia","Casos_14d","Def_14d","Casos_7d","Def_7d","PoblacionCV"
"2020-06-11","g10-19","Hombre",115.333333333333,0,1.33333333333333,0,28.3333333333333,28.3333333333333,9.83333333333333,9.83333333333333,5003769
"2020-06-11","g20-29","Hombre",406.333333333333,1,3.33333333333331,0,36.3333333333333,36.3333333333333,18.8333333333333,18.8333333333333,5003769
"2020-06-11","g30-39","Hombre",820,6,7,0,64,64,25.5,25.5,5003769
"2020-06-11","g40-49","Hombre",1205.33333333333,7,6.33333333333326,0,105.333333333333,105.333333333333,63.8333333333333,63.8333333333333,5003769
"2020-06-11","g50-59","Hombre",1329.33333333333,27,8.33333333333326,0,97.3333333333333,97.3333333333333,56.8333333333333,56.8333333333333,5003769
"2020-06-11","g60-69","Hombre",1332.33333333333,110,6.33333333333326,0,71.3333333333333,71.3333333333333,39.8333333333333,39.8333333333333,5003769
"2020-06-11","g70-79","Hombre",1196.66666666667,264,5.66666666666674,0,54.6666666666667,54.6666666666667,30.1666666666667,30.1666666666667,5003769
"2020-06-11","g80-89","Hombre",849,293.666666666667,4,0.666666666666686,21,21,10,10,5003769
"2020-06-11","g90 o mas","Hombre",221,96.3333333333333,0,0.333333333333329,0,0,0,0,5003769
"2020-06-11","g0-9","Mujer",73.3333333333333,0,1.33333333333333,0,17.3333333333333,17.3333333333333,9.33333333333333,9.33333333333333,5003769
"2020-06-11","g10-19","Mujer",140.333333333333,1,2.33333333333334,0,34.3333333333333,34.3333333333333,15.8333333333333,15.8333333333333,5003769
"2020-06-11","g20-29","Mujer",741.333333333333,0,5.33333333333337,0,73.3333333333334,73.3333333333334,40.8333333333334,40.8333333333334,5003769
"2020-06-11","g30-39","Mujer",1177.66666666667,1,6.66666666666674,0,89.6666666666667,89.6666666666667,47.6666666666667,47.6666666666667,5003769
"2020-06-11","g40-49","Mujer",1578.66666666667,4,14.6666666666667,0,122.666666666667,122.666666666667,66.6666666666667,66.6666666666667,5003769
"2020-06-11","g50-59","Mujer",1735.66666666667,14,13.6666666666667,0,104.666666666667,104.666666666667,56.6666666666667,56.6666666666667,5003769
"2020-06-11","g60-69","Mujer",1295.66666666667,43,10.6666666666667,0,88.6666666666667,88.6666666666667,49.1666666666667,49.1666666666667,5003769
"2020-06-11","g70-79","Mujer",1061,126,7,0,78,78,46.5,46.5,5003769
"2020-06-11","g80-89","Mujer",1205.33333333333,291.666666666667,6.33333333333326,0.666666666666686,34.3333333333333,34.3333333333333,17.8333333333333,17.8333333333333,5003769
"2020-06-11","g90 o mas","Mujer",608,168.333333333333,1,0.333333333333343,13,13,8.5,8.5,5003769
"2020-06-12","g0-9","Hombre",87.3333333333333,0,0.666666666666657,0,20.3333333333333,20.3333333333333,8.33333333333333,8.33333333333333,5003769
"2020-06-12","g10-19","Hombre",116.666666666667,0,1.33333333333334,0,29.6666666666667,29.6666666666667,9.66666666666667,9.66666666666667,5003769
"2020-06-12","g20-29","Hombre",409.666666666667,1,3.33333333333337,0,39.6666666666667,39.6666666666667,20.6666666666667,20.6666666666667,5003769
"2020-06-12","g30-39","Hombre",827,6,7,0,71,71,24,24,5003769
"2020-06-12","g40-49","Hombre",1211.66666666667,7,6.33333333333348,0,111.666666666667,111.666666666667,58.6666666666667,58.6666666666667,5003769
"2020-06-12","g50-59","Hombre",1337.66666666667,27,8.33333333333348,0,105.666666666667,105.666666666667,52.6666666666667,52.6666666666667,5003769
"2020-06-12","g60-69","Hombre",1338.66666666667,110,6.33333333333348,0,77.6666666666667,77.6666666666667,41.6666666666667,41.6666666666667,5003769
"2020-06-12","g70-79","Hombre",1202.33333333333,264,5.66666666666652,0,60.3333333333333,60.3333333333333,30.3333333333333,30.3333333333333,5003769
"2020-06-12","g80-89","Hombre",853,294.333333333333,4,0.666666666666629,25,25,11,11,5003769
"2020-06-12","g90 o mas","Hombre",221,96.6666666666667,0,0.333333333333343,0,0,0,0,5003769
"2020-06-12","g0-9","Mujer",74.6666666666667,0,1.33333333333334,0,18.6666666666667,18.6666666666667,7.66666666666667,7.66666666666667,5003769
"2020-06-12","g10-19","Mujer",142.666666666667,1,2.33333333333331,0,36.6666666666667,36.6666666666667,15.6666666666667,15.6666666666667,5003769
"2020-06-12","g20-29","Mujer",746.666666666667,0,5.33333333333326,0,78.6666666666666,78.6666666666666,38.6666666666666,38.6666666666666,5003769
"2020-06-12","g30-39","Mujer",1184.33333333333,1,6.66666666666652,0,96.3333333333333,96.3333333333333,45.3333333333333,45.3333333333333,5003769
"2020-06-12","g40-49","Mujer",1593.33333333333,4,14.6666666666665,0,137.333333333333,137.333333333333,66.3333333333333,66.3333333333333,5003769
"2020-06-12","g50-59","Mujer",1749.33333333333,14,13.6666666666665,0,118.333333333333,118.333333333333,61.3333333333333,61.3333333333333,5003769
"2020-06-12","g60-69","Mujer",1306.33333333333,43,10.6666666666665,0,99.3333333333333,99.3333333333333,50.3333333333333,50.3333333333333,5003769
"2020-06-12","g70-79","Mujer",1068,126,7,0,85,85,45,45,5003769
"2020-06-12","g80-89","Mujer",1211.66666666667,292.333333333333,6.33333333333348,0.666666666666629,40.6666666666667,40.6666666666667,19.6666666666667,19.6666666666667,5003769
"2020-06-12","g90 o mas","Mujer",609,168.666666666667,1,0.333333333333314,14,14,8,8,5003769
"2020-06-13","g0-9","Hombre",88,0,0.666666666666671,0,20.3333333333333,20.3333333333333,8,8,5003769
"2020-06-13","g10-19","Hombre",118,0,1.33333333333333,0,28,28,9,9,5003769
"2020-06-13","g20-29","Hombre",413,1,3.33333333333331,0,41.6666666666667,41.6666666666667,20,20,5003769
"2020-06-13","g30-39","Hombre",834,6,7,0,73.6666666666666,73.6666666666666,30,30,5003769
