"fecha","GrupoEdad","Sexo","PorcCasos","CasosAcum","PorcDef","DefAcum","NA.","CasosDia","DefDia","Casos_14d","Def_14d","Casos_7d","Def_7d","PoblacionCV"
2020-07-28,"g10-19","Hombre",2.6,241,0,0,"2021-07-15",7,0,76,0,54,0,5067031
2020-07-28,"g20-29","Hombre",7.4,673,0.1,1,"2021-07-15",19,0,168,0,95,0,5067031
2020-07-28,"g30-39","Hombre",11.6,1064,0.7,6,"2021-07-15",19,0,117,0,86,0,5067031
2020-07-28,"g40-49","Hombre",16.1,1468,0.9,7,"2021-07-15",11,0,91,0,55,0,5067031
2020-07-28,"g50-59","Hombre",17.2,1576,3.5,29,"2021-07-15",9,0,79,0,48,0,5067031
2020-07-28,"g60-69","Hombre",16.3,1491,13.7,112,"2021-07-15",2,0,50,0,31,0,5067031
2020-07-28,"g70-79","Hombre",14.6,1333,33,271,"2021-07-15",3,0,44,0,24,0,5067031
2020-07-28,"g80-89","Hombre",10.1,919,36,295,"2021-07-15",2,0,22,0,11,0,5067031
2020-07-28,"g90 o mas","Hombre",2.5,233,12.1,99,"2021-07-15",0,0,4,0,1,0,5067031
2020-07-28,"g0-9","Mujer",1.2,142,0,0,"2021-07-15",5,0,35,0,20,0,5067031
2020-07-28,"g10-19","Mujer",2.3,270,0.2,1,"2021-07-15",5,0,77,0,57,0,5067031
2020-07-28,"g20-29","Mujer",9,1037,0,0,"2021-07-15",18,0,180,0,120,0,5067031
2020-07-28,"g30-39","Mujer",12.3,1418,0.2,1,"2021-07-15",5,0,100,0,61,0,5067031
2020-07-28,"g40-49","Mujer",16.7,1918,0.8,5,"2021-07-15",13,0,107,1,63,0,5067031
2020-07-28,"g50-59","Mujer",17.8,2044,2.1,14,"2021-07-15",7,0,93,0,46,0,5067031
2020-07-28,"g60-69","Mujer",13.1,1506,6.5,43,"2021-07-15",11,0,61,0,37,0,5067031
2020-07-28,"g70-79","Mujer",10.7,1232,19.5,128,"2021-07-15",8,0,57,1,31,0,5067031
2020-07-28,"g80-89","Mujer",11.2,1294,44.9,295,"2021-07-15",1,0,27,0,18,0,5067031
2020-07-28,"g90 o mas","Mujer",5.6,644,25.9,170,"2021-07-15",2,0,13,-1,10,0,5067031
2020-07-29,"g0-9","Hombre",1.5,142,0,0,"2021-07-15",2,0,37,0,24,0,5067031
2020-07-29,"g10-19","Hombre",2.7,247,0,0,"2021-07-15",6,0,81,0,54,0,5067031
2020-07-29,"g20-29","Hombre",7.5,689,0.1,1,"2021-07-15",16,0,181,0,101,0,5067031
2020-07-29,"g30-39","Hombre",11.7,1072,0.7,6,"2021-07-15",8,0,120,0,87,0,5067031
2020-07-29,"g40-49","Hombre",16,1475,0.9,7,"2021-07-15",7,0,93,0,56,0,5067031
2020-07-29,"g50-59","Hombre",17.2,1581,3.5,29,"2021-07-15",5,0,80,0,47,0,5067031
2020-07-29,"g60-69","Hombre",16.3,1501,13.7,112,"2021-07-15",10,0,58,0,39,0,5067031
2020-07-29,"g70-79","Hombre",14.5,1337,33,271,"2021-07-15",4,0,45,0,25,0,5067031
2020-07-29,"g80-89","Hombre",10,919,36,295,"2021-07-15",0,0,21,0,11,0,5067031
2020-07-29,"g90 o mas","Hombre",2.5,234,12.1,99,"2021-07-15",1,0,4,0,2,0,5067031
2020-07-29,"g0-9","Mujer",1.3,145,0,0,"2021-07-15",3,0,37,0,23,0,5067031
2020-07-29,"g10-19","Mujer",2.4,278,0.2,1,"2021-07-15",8,0,83,0,61,0,5067031
2020-07-29,"g20-29","Mujer",9.1,1054,0,0,"2021-07-15",17,0,189,0,118,0,5067031
2020-07-29,"g30-39","Mujer",12.4,1433,0.2,1,"2021-07-15",15,0,110,0,70,0,5067031
2020-07-29,"g40-49","Mujer",16.7,1934,0.8,5,"2021-07-15",16,0,116,1,73,0,5067031
2020-07-29,"g50-59","Mujer",17.7,2051,2.1,14,"2021-07-15",7,0,92,0,49,0,5067031
2020-07-29,"g60-69","Mujer",13,1511,6.5,43,"2021-07-15",5,0,63,0,36,0,5067031
2020-07-29,"g70-79","Mujer",10.7,1238,19.5,128,"2021-07-15",6,0,60,1,33,0,5067031
2020-07-29,"g80-89","Mujer",11.2,1296,44.8,295,"2021-07-15",2,0,29,0,20,0,5067031
2020-07-29,"g90 o mas","Mujer",5.6,645,26,171,"2021-07-15",1,1,14,0,11,1,5067031
2020-07-30,"g0-9","Hombre",1.6,147,0,0,"2021-07-15",5,0,40,0,28,0,5067031
2020-07-30,"g10-19","Hombre",2.8,257,0,0,"2021-07-15",10,0,88,0,57,0,5067031
2020-07-30,"g20-29","Hombre",7.8,729,0.1,1,"2021-07-15",40,0,217,0,129,0,5067031
2020-07-30,"g30-39","Hombre",11.7,1091,0.7,6,"2021-07-15",19,0,136,0,95,0,5067031
2020-07-30,"g40-49","Hombre",16.1,1500,0.9,7,"2021-07-15",25,0,111,0,79,0,5067031
2020-07-30,"g50-59","Hombre",17.1,1600,3.5,29,"2021-07-15",19,0,93,0,56,0,5067031
2020-07-30,"g60-69","Hombre",16.2,1514,13.7,112,"2021-07-15",13,0,70,0,49,0,5067031
2020-07-30,"g70-79","Hombre",14.4,1343,33,271,"2021-07-15",6,0,48,0,24,0,5067031
2020-07-30,"g80-89","Hombre",9.8,919,36,295,"2021-07-15",0,0,19,0,10,0,5067031
2020-07-30,"g90 o mas","Hombre",2.5,233,12.1,99,"2021-07-15",-1,0,2,0,1,0,5067031
2020-07-30,"g0-9","Mujer",1.3,154,0,0,"2021-07-15",9,0,42,0,29,0,5067031
2020-07-30,"g10-19","Mujer",2.5,297,0.2,1,"2021-07-15",19,0,102,0,68,0,5067031
2020-07-30,"g20-29","Mujer",9.2,1079,0,0,"2021-07-15",25,0,206,0,130,0,5067031
2020-07-30,"g30-39","Mujer",12.4,1459,0.2,1,"2021-07-15",26,0,130,0,87,0,5067031
2020-07-30,"g40-49","Mujer",16.7,1959,0.8,5,"2021-07-15",25,0,134,1,86,0,5067031
2020-07-30,"g50-59","Mujer",17.6,2069,2.1,14,"2021-07-15",18,0,101,0,58,0,5067031
2020-07-30,"g60-69","Mujer",13,1519,6.5,43,"2021-07-15",8,0,64,0,36,0,5067031
2020-07-30,"g70-79","Mujer",10.6,1242,19.5,128,"2021-07-15",4,0,58,1,33,0,5067031
2020-07-30,"g80-89","Mujer",11.1,1300,44.7,294,"2021-07-15",4,-1,29,-1,21,-1,5067031
2020-07-30,"g90 o mas","Mujer",5.5,646,26,171,"2021-07-15",1,0,14,0,12,1,5067031
2020-07-31,"g0-9","Hombre",1.6,154,0,0,"2021-07-15",7,0,45,0,33,0,5067031
2020-07-31,"g10-19","Hombre",2.8,260,0,0,"2021-07-15",3,0,88,0,47,0,5067031
2020-07-31,"g20-29","Hombre",7.9,740,0.1,1,"2021-07-15",11,0,220,0,123,0,5067031
2020-07-31,"g30-39","Hombre",11.8,1105,0.7,6,"2021-07-15",14,0,144,0,101,0,5067031
2020-07-31,"g40-49","Hombre",16.1,1509,0.9,7,"2021-07-15",9,0,117,0,75,0,5067031
2020-07-31,"g50-59","Hombre",17.1,1609,3.5,29,"2021-07-15",9,0,97,0,57,0,5067031
2020-07-31,"g60-69","Hombre",16.2,1521,13.6,112,"2021-07-15",7,0,74,0,47,0,5067031
2020-07-31,"g70-79","Hombre",14.3,1345,33,271,"2021-07-15",2,0,48,0,22,0,5067031
2020-07-31,"g80-89","Hombre",9.8,920,36.1,296,"2021-07-15",1,1,20,1,8,1,5067031
2020-07-31,"g90 o mas","Hombre",2.5,233,12.1,99,"2021-07-15",0,0,1,0,1,0,5067031
2020-07-31,"g0-9","Mujer",1.3,156,0,0,"2021-07-15",2,0,41,0,30,0,5067031
2020-07-31,"g10-19","Mujer",2.6,306,0.2,1,"2021-07-15",9,0,110,0,69,0,5067031
2020-07-31,"g20-29","Mujer",9.3,1094,0,0,"2021-07-15",15,0,217,0,123,0,5067031
2020-07-31,"g30-39","Mujer",12.4,1465,0.2,1,"2021-07-15",6,0,131,0,87,0,5067031
2020-07-31,"g40-49","Mujer",16.7,1971,0.8,5,"2021-07-15",12,0,142,1,89,0,5067031
2020-07-31,"g50-59","Mujer",17.6,2075,2.1,14,"2021-07-15",6,0,100,0,54,0,5067031
2020-07-31,"g60-69","Mujer",12.9,1521,6.5,43,"2021-07-15",2,0,63,0,37,0,5067031
2020-07-31,"g70-79","Mujer",10.6,1252,19.6,129,"2021-07-15",10,1,65,2,38,1,5067031
2020-07-31,"g80-89","Mujer",11,1301,44.7,294,"2021-07-15",1,0,31,-1,17,-1,5067031
2020-07-31,"g90 o mas","Mujer",5.5,647,26,171,"2021-07-15",1,0,15,1,11,1,5067031
2020-08-01,"g0-9","Hombre",NA,160,NA,0,NA,6,0,50,0,35,0,5067031
2020-08-01,"g10-19","Hombre",NA,272,NA,0,NA,12,0,97,0,52,0,5067031
2020-08-01,"g20-29","Hombre",NA,761,NA,1,NA,21,0,227,0,132,0,5067031
2020-08-01,"g30-39","Hombre",NA,1122,NA,6,NA,17,0,157,0,104,0,5067031
2020-08-01,"g40-49","Hombre",NA,1523,NA,7,NA,14,0,126,0,81,0,5067031
2020-08-01,"g50-59","Hombre",NA,1616,NA,29,NA,7,0,101,0,59,0,5067031
2020-08-01,"g60-69","Hombre",NA,1527,NA,112,NA,6,0,77,0,48,0,5067031
2020-08-01,"g70-79","Hombre",NA,1348,NA,271,NA,3,0,49,0,23,0,5067031
2020-08-01,"g80-89","Hombre",NA,922,NA,296,NA,2,0,20,1,8,1,5067031
2020-08-01,"g90 o mas","Hombre",NA,233,NA,99,NA,0,0,1,0,1,0,5067031
2020-08-01,"g0-9","Mujer",NA,161,NA,0,NA,5,0,44,0,31,0,5067031
2020-08-01,"g10-19","Mujer",NA,316,NA,1,NA,10,0,118,0,70,0,5067031
2020-08-01,"g20-29","Mujer",NA,1119,NA,0,NA,25,0,233,0,132,0,5067031
2020-08-01,"g30-39","Mujer",NA,1484,NA,1,NA,19,0,144,0,94,0,5067031
2020-08-01,"g40-49","Mujer",NA,1983,NA,5,NA,12,0,147,1,93,0,5067031
2020-08-01,"g50-59","Mujer",NA,2087,NA,14,NA,12,0,107,0,61,0,5067031
2020-08-01,"g60-69","Mujer",NA,1527,NA,43,NA,6,0,67,0,39,0,5067031
2020-08-01,"g70-79","Mujer",NA,1256,NA,129,NA,4,0,65,2,39,1,5067031
2020-08-01,"g80-89","Mujer",NA,1305,NA,294,NA,4,0,34,-1,18,-1,5067031
2020-08-01,"g90 o mas","Mujer",NA,647,NA,171,NA,0,0,15,1,9,1,5067031
2020-08-02,"g0-9","Hombre",NA,165,NA,0,NA,5,0,53,0,35,0,5067031
2020-08-02,"g10-19","Hombre",NA,284,NA,0,NA,12,0,105,0,57,0,5067031
2020-08-02,"g20-29","Hombre",NA,782,NA,1,NA,21,0,234,0,140,0,5067031
2020-08-02,"g30-39","Hombre",NA,1138,NA,6,NA,16,0,168,0,107,0,5067031
2020-08-02,"g40-49","Hombre",NA,1537,NA,7,NA,14,0,134,0,88,0,5067031
2020-08-02,"g50-59","Hombre",NA,1624,NA,29,NA,8,0,106,0,62,0,5067031
2020-08-02,"g60-69","Hombre",NA,1534,NA,112,NA,7,0,81,0,50,0,5067031
2020-08-02,"g70-79","Hombre",NA,1351,NA,272,NA,3,1,49,1,23,1,5067031
2020-08-02,"g80-89","Hombre",NA,924,NA,296,NA,2,0,19,1,9,1,5067031
2020-08-02,"g90 o mas","Hombre",NA,234,NA,99,NA,1,0,2,0,1,0,5067031
2020-08-02,"g0-9","Mujer",NA,167,NA,0,NA,6,0,49,0,34,0,5067031
2020-08-02,"g10-19","Mujer",NA,325,NA,1,NA,9,0,124,0,69,0,5067031
2020-08-02,"g20-29","Mujer",NA,1144,NA,0,NA,25,0,250,0,141,0,5067031
2020-08-02,"g30-39","Mujer",NA,1504,NA,1,NA,20,0,158,0,103,0,5067031
2020-08-02,"g40-49","Mujer",NA,1995,NA,5,NA,12,0,153,0,98,0,5067031
2020-08-02,"g50-59","Mujer",NA,2099,NA,14,NA,12,0,113,0,67,0,5067031
2020-08-02,"g60-69","Mujer",NA,1534,NA,43,NA,7,0,72,0,43,0,5067031
2020-08-02,"g70-79","Mujer",NA,1259,NA,129,NA,3,0,64,1,38,1,5067031
2020-08-02,"g80-89","Mujer",NA,1309,NA,294,NA,4,0,36,-1,19,-1,5067031
2020-08-02,"g90 o mas","Mujer",NA,647,NA,171,NA,0,0,14,1,7,1,5067031
2020-08-03,"g0-9","Hombre",1.8,171,0,0,"2021-07-15",6,0,58,0,37,0,5067031
2020-08-03,"g10-19","Hombre",3.1,296,0,0,"2021-07-15",12,0,114,0,62,0,5067031
2020-08-03,"g20-29","Hombre",8.3,803,0.1,1,"2021-07-15",21,0,241,0,149,0,5067031
2020-08-03,"g30-39","Hombre",12,1155,0.7,6,"2021-07-15",17,0,181,0,110,0,5067031
2020-08-03,"g40-49","Hombre",16.1,1551,0.9,7,"2021-07-15",14,0,143,0,94,0,5067031
2020-08-03,"g50-59","Hombre",16.9,1631,3.5,29,"2021-07-15",7,0,110,0,64,0,5067031
2020-08-03,"g60-69","Hombre",15.9,1540,13.6,112,"2021-07-15",6,0,84,0,51,0,5067031
2020-08-03,"g70-79","Hombre",14,1354,33.1,272,"2021-07-15",3,0,50,1,24,1,5067031
2020-08-03,"g80-89","Hombre",9.6,926,36,296,"2021-07-15",2,0,19,1,9,1,5067031
2020-08-03,"g90 o mas","Hombre",2.4,234,12,99,"2021-07-15",0,0,2,0,1,0,5067031
2020-08-03,"g0-9","Mujer",1.4,172,0,0,"2021-07-15",5,0,52,0,35,0,5067031
2020-08-03,"g10-19","Mujer",2.8,335,0.2,1,"2021-07-15",10,0,132,0,70,0,5067031
2020-08-03,"g20-29","Mujer",9.7,1169,0,0,"2021-07-15",25,0,266,0,150,0,5067031
2020-08-03,"g30-39","Mujer",12.6,1523,0.2,1,"2021-07-15",19,0,171,0,110,0,5067031
2020-08-03,"g40-49","Mujer",16.6,2007,0.8,5,"2021-07-15",12,0,158,0,102,0,5067031
2020-08-03,"g50-59","Mujer",17.5,2111,2.1,14,"2021-07-15",12,0,120,0,74,0,5067031
2020-08-03,"g60-69","Mujer",12.7,1540,6.5,43,"2021-07-15",6,0,76,0,45,0,5067031
2020-08-03,"g70-79","Mujer",10.5,1263,19.6,129,"2021-07-15",4,0,64,1,39,1,5067031
2020-08-03,"g80-89","Mujer",10.9,1313,44.7,294,"2021-07-15",4,0,39,-1,20,-1,5067031
2020-08-03,"g90 o mas","Mujer",5.4,647,26,171,"2021-07-15",0,0,14,1,5,1,5067031
2020-08-04,"g0-9","Hombre",1.8,175,0,0,"2021-07-15",4,0,59,0,35,0,5067031
2020-08-04,"g10-19","Hombre",3.1,303,0,0,"2021-07-15",7,0,116,0,62,0,5067031
2020-08-04,"g20-29","Hombre",8.4,815,0.1,1,"2021-07-15",12,0,237,0,142,0,5067031
2020-08-04,"g30-39","Hombre",12,1173,0.7,6,"2021-07-15",18,0,195,0,109,0,5067031
2020-08-04,"g40-49","Hombre",16.1,1565,0.9,7,"2021-07-15",14,0,152,0,97,0,5067031
2020-08-04,"g50-59","Hombre",16.8,1638,3.5,29,"2021-07-15",7,0,110,0,62,0,5067031
2020-08-04,"g60-69","Hombre",15.9,1549,13.6,112,"2021-07-15",9,0,89,0,58,0,5067031
2020-08-04,"g70-79","Hombre",14,1359,33.1,272,"2021-07-15",5,0,50,1,26,1,5067031
2020-08-04,"g80-89","Hombre",9.5,928,36,296,"2021-07-15",2,0,20,1,9,1,5067031
2020-08-04,"g90 o mas","Hombre",2.4,235,12,99,"2021-07-15",1,0,3,0,2,0,5067031
2020-08-04,"g0-9","Mujer",1.5,178,0,0,"2021-07-15",6,0,56,0,36,0,5067031
2020-08-04,"g10-19","Mujer",2.9,347,0.2,1,"2021-07-15",12,0,134,0,77,0,5067031
2020-08-04,"g20-29","Mujer",9.7,1183,0,0,"2021-07-15",14,0,266,0,146,0,5067031
2020-08-04,"g30-39","Mujer",12.7,1542,0.2,1,"2021-07-15",19,0,185,0,124,0,5067031
2020-08-04,"g40-49","Mujer",16.6,2021,0.8,5,"2021-07-15",14,0,166,0,103,0,5067031
2020-08-04,"g50-59","Mujer",17.4,2119,2.1,14,"2021-07-15",8,0,121,0,75,0,5067031
2020-08-04,"g60-69","Mujer",12.7,1552,6.5,43,"2021-07-15",12,0,83,0,46,0,5067031
2020-08-04,"g70-79","Mujer",10.4,1266,19.6,129,"2021-07-15",3,0,65,1,34,1,5067031
2020-08-04,"g80-89","Mujer",10.8,1317,44.7,294,"2021-07-15",4,0,41,-1,23,-1,5067031
2020-08-04,"g90 o mas","Mujer",5.3,648,26,171,"2021-07-15",1,0,14,1,4,1,5067031
2020-08-05,"g0-9","Hombre",1.8,176,0,0,"2021-07-15",1,0,58,0,34,0,5067031
2020-08-05,"g10-19","Hombre",3.2,318,0,0,"2021-07-15",15,0,125,0,71,0,5067031
2020-08-05,"g20-29","Hombre",8.6,853,0.1,1,"2021-07-15",38,0,265,0,164,0,5067031
2020-08-05,"g30-39","Hombre",12.2,1208,0.7,6,"2021-07-15",35,0,223,0,136,0,5067031
2020-08-05,"g40-49","Hombre",16.1,1593,0.9,7,"2021-07-15",28,0,174,0,118,0,5067031
2020-08-05,"g50-59","Hombre",16.8,1660,3.5,29,"2021-07-15",22,0,126,0,79,0,5067031
2020-08-05,"g60-69","Hombre",15.8,1564,13.6,112,"2021-07-15",15,0,102,0,63,0,5067031
2020-08-05,"g70-79","Hombre",13.8,1364,33,272,"2021-07-15",5,0,52,1,27,1,5067031
2020-08-05,"g80-89","Hombre",9.4,927,36,296,"2021-07-15",-1,0,19,1,8,1,5067031
2020-08-05,"g90 o mas","Hombre",2.4,236,12.2,100,"2021-07-15",1,1,4,1,2,1,5067031
2020-08-05,"g0-9","Mujer",1.5,186,0,0,"2021-07-15",8,0,64,0,41,0,5067031
2020-08-05,"g10-19","Mujer",2.9,363,0.2,1,"2021-07-15",16,0,146,0,85,0,5067031
2020-08-05,"g20-29","Mujer",9.8,1212,0,0,"2021-07-15",29,0,276,0,158,0,5067031
2020-08-05,"g30-39","Mujer",12.8,1573,0.2,1,"2021-07-15",31,0,210,0,140,0,5067031
2020-08-05,"g40-49","Mujer",16.6,2046,0.8,5,"2021-07-15",25,0,185,0,112,0,5067031
2020-08-05,"g50-59","Mujer",17.3,2138,2.1,14,"2021-07-15",19,0,136,0,87,0,5067031
2020-08-05,"g60-69","Mujer",12.7,1565,6.5,43,"2021-07-15",13,0,90,0,54,0,5067031
2020-08-05,"g70-79","Mujer",10.3,1274,19.6,129,"2021-07-15",8,0,69,1,36,1,5067031
2020-08-05,"g80-89","Mujer",10.7,1322,44.7,294,"2021-07-15",5,0,46,-1,26,-1,5067031
2020-08-05,"g90 o mas","Mujer",5.3,651,26,171,"2021-07-15",3,0,17,1,6,0,5067031
2020-08-06,"g0-9","Hombre",1.8,182,0,0,"2021-07-15",6,0,63,0,35,0,5067031
2020-08-06,"g10-19","Hombre",3.3,325,0,0,"2021-07-15",7,0,125,0,68,0,5067031
2020-08-06,"g20-29","Hombre",8.7,871,0.1,1,"2021-07-15",18,0,271,0,142,0,5067031
2020-08-06,"g30-39","Hombre",12.2,1222,0.7,6,"2021-07-15",14,0,226,0,131,0,5067031
2020-08-06,"g40-49","Hombre",16.1,1608,0.9,7,"2021-07-15",15,0,187,0,108,0,5067031
2020-08-06,"g50-59","Hombre",16.8,1673,3.5,29,"2021-07-15",13,0,129,0,73,0,5067031
2020-08-06,"g60-69","Hombre",15.7,1571,13.6,112,"2021-07-15",7,0,106,0,57,0,5067031
2020-08-06,"g70-79","Hombre",13.7,1366,33,272,"2021-07-15",2,0,47,1,23,1,5067031
2020-08-06,"g80-89","Hombre",9.3,932,36,296,"2021-07-15",5,0,23,1,13,1,5067031
2020-08-06,"g90 o mas","Hombre",2.3,234,12.2,100,"2021-07-15",-2,0,2,1,1,1,5067031
2020-08-06,"g0-9","Mujer",1.5,189,0,0,"2021-07-15",3,0,64,0,35,0,5067031
2020-08-06,"g10-19","Mujer",3,368,0.2,1,"2021-07-15",5,0,139,0,71,0,5067031
2020-08-06,"g20-29","Mujer",10,1242,0,0,"2021-07-15",30,0,293,0,163,0,5067031
2020-08-06,"g30-39","Mujer",12.8,1587,0.2,1,"2021-07-15",14,0,215,0,128,0,5067031
2020-08-06,"g40-49","Mujer",16.6,2064,0.8,5,"2021-07-15",18,0,191,0,105,0,5067031
2020-08-06,"g50-59","Mujer",17.3,2150,2.1,14,"2021-07-15",12,0,139,0,81,0,5067031
2020-08-06,"g60-69","Mujer",12.7,1573,6.5,43,"2021-07-15",8,0,90,0,54,0,5067031
2020-08-06,"g70-79","Mujer",10.3,1276,19.6,129,"2021-07-15",2,0,67,1,34,1,5067031
2020-08-06,"g80-89","Mujer",10.7,1324,44.7,294,"2021-07-15",2,0,45,-1,24,0,5067031
2020-08-06,"g90 o mas","Mujer",5.2,650,26,171,"2021-07-15",-1,0,16,1,4,0,5067031
2020-08-07,"g0-9","Hombre",1.9,198,0,0,"2021-07-15",16,0,77,0,44,0,5067031
2020-08-07,"g10-19","Hombre",3.4,351,0,0,"2021-07-15",26,0,138,0,91,0,5067031
2020-08-07,"g20-29","Hombre",9.1,924,0.1,1,"2021-07-15",53,0,307,0,184,0,5067031
2020-08-07,"g30-39","Hombre",12.4,1267,0.7,6,"2021-07-15",45,0,263,0,162,0,5067031
2020-08-07,"g40-49","Hombre",16.1,1644,0.9,7,"2021-07-15",36,0,210,0,135,0,5067031
2020-08-07,"g50-59","Hombre",16.6,1688,3.5,29,"2021-07-15",15,0,136,0,79,0,5067031
2020-08-07,"g60-69","Hombre",15.5,1576,13.6,112,"2021-07-15",5,0,102,0,55,0,5067031
2020-08-07,"g70-79","Hombre",13.5,1371,33,272,"2021-07-15",5,0,48,1,26,1,5067031
2020-08-07,"g80-89","Hombre",9.2,933,36,296,"2021-07-15",1,0,21,1,13,0,5067031
2020-08-07,"g90 o mas","Hombre",2.3,233,12.2,100,"2021-07-15",-1,0,1,1,0,1,5067031
2020-08-07,"g0-9","Mujer",1.6,208,0,0,"2021-07-15",19,0,82,0,52,0,5067031
2020-08-07,"g10-19","Mujer",3.2,402,0.2,1,"2021-07-15",34,0,165,0,96,0,5067031
2020-08-07,"g20-29","Mujer",10.2,1290,0,0,"2021-07-15",48,0,319,0,196,0,5067031
2020-08-07,"g30-39","Mujer",12.9,1631,0.2,1,"2021-07-15",44,0,253,0,166,0,5067031
2020-08-07,"g40-49","Mujer",16.6,2095,0.8,5,"2021-07-15",31,0,213,0,124,0,5067031
2020-08-07,"g50-59","Mujer",17.2,2175,2.1,14,"2021-07-15",25,0,154,0,100,0,5067031
2020-08-07,"g60-69","Mujer",12.5,1578,6.5,43,"2021-07-15",5,0,94,0,57,0,5067031
2020-08-07,"g70-79","Mujer",10.2,1283,19.6,129,"2021-07-15",7,0,69,1,31,0,5067031
2020-08-07,"g80-89","Mujer",10.5,1321,44.7,294,"2021-07-15",-3,0,37,-1,20,0,5067031
2020-08-07,"g90 o mas","Mujer",5.2,651,26,171,"2021-07-15",1,0,15,1,4,0,5067031
2020-08-08,"g0-9","Hombre",NA,205,NA,0,NA,7,0,80,0,45,0,5067031
2020-08-08,"g10-19","Hombre",NA,360,NA,0,NA,9,0,140,0,88,0,5067031
2020-08-08,"g20-29","Hombre",NA,948,NA,1,NA,24,0,319,0,187,0,5067031
2020-08-08,"g30-39","Hombre",NA,1286,NA,6,NA,19,0,268,0,164,0,5067031
2020-08-08,"g40-49","Hombre",NA,1659,NA,7,NA,15,0,217,0,136,0,5067031
2020-08-08,"g50-59","Hombre",NA,1703,NA,29,NA,15,0,146,0,87,0,5067031
2020-08-08,"g60-69","Hombre",NA,1582,NA,112,NA,6,0,103,0,55,0,5067031
2020-08-08,"g70-79","Hombre",NA,1378,NA,272,NA,7,0,53,1,30,1,5067031
2020-08-08,"g80-89","Hombre",NA,936,NA,296,NA,3,0,22,1,14,0,5067031
2020-08-08,"g90 o mas","Hombre",NA,234,NA,100,NA,1,0,2,1,1,1,5067031
2020-08-08,"g0-9","Mujer",NA,215,NA,0,NA,7,0,85,0,54,0,5067031
2020-08-08,"g10-19","Mujer",NA,415,NA,1,NA,13,0,169,0,99,0,5067031
2020-08-08,"g20-29","Mujer",NA,1315,NA,0,NA,25,0,328,0,196,0,5067031
2020-08-08,"g30-39","Mujer",NA,1651,NA,1,NA,20,0,261,0,167,0,5067031
2020-08-08,"g40-49","Mujer",NA,2110,NA,5,NA,15,0,220,0,127,0,5067031
2020-08-08,"g50-59","Mujer",NA,2186,NA,14,NA,11,0,160,0,99,0,5067031
2020-08-08,"g60-69","Mujer",NA,1588,NA,43,NA,10,0,100,0,61,0,5067031
2020-08-08,"g70-79","Mujer",NA,1288,NA,129,NA,5,0,71,1,32,0,5067031
2020-08-08,"g80-89","Mujer",NA,1330,NA,294,NA,9,0,43,-1,25,0,5067031
2020-08-08,"g90 o mas","Mujer",NA,654,NA,171,NA,3,0,16,1,7,0,5067031
2020-08-09,"g0-9","Hombre",NA,211,NA,0,NA,6,0,81,0,46,0,5067031
2020-08-09,"g10-19","Hombre",NA,369,NA,0,NA,9,0,142,0,85,0,5067031
2020-08-09,"g20-29","Hombre",NA,971,NA,1,NA,23,0,329,0,189,0,5067031
2020-08-09,"g30-39","Hombre",NA,1304,NA,6,NA,18,0,273,0,166,0,5067031
2020-08-09,"g40-49","Hombre",NA,1674,NA,7,NA,15,0,225,0,137,0,5067031
2020-08-09,"g50-59","Hombre",NA,1718,NA,29,NA,15,0,156,0,94,0,5067031
2020-08-09,"g60-69","Hombre",NA,1589,NA,112,NA,7,0,105,0,55,0,5067031
2020-08-09,"g70-79","Hombre",NA,1386,NA,272,NA,8,0,58,1,35,0,5067031
2020-08-09,"g80-89","Hombre",NA,938,NA,297,NA,2,1,23,2,14,1,5067031
2020-08-09,"g90 o mas","Hombre",NA,236,NA,100,NA,2,0,3,1,2,1,5067031
2020-08-09,"g0-9","Mujer",NA,221,NA,0,NA,6,0,88,0,54,0,5067031
2020-08-09,"g10-19","Mujer",NA,429,NA,1,NA,14,0,173,0,104,0,5067031
2020-08-09,"g20-29","Mujer",NA,1341,NA,0,NA,26,0,338,0,197,0,5067031
2020-08-09,"g30-39","Mujer",NA,1671,NA,1,NA,20,0,270,0,167,0,5067031
2020-08-09,"g40-49","Mujer",NA,2125,NA,5,NA,15,0,228,0,130,0,5067031
2020-08-09,"g50-59","Mujer",NA,2197,NA,14,NA,11,0,165,0,98,0,5067031
2020-08-09,"g60-69","Mujer",NA,1598,NA,43,NA,10,0,107,0,64,0,5067031
2020-08-09,"g70-79","Mujer",NA,1294,NA,129,NA,6,0,73,1,35,0,5067031
2020-08-09,"g80-89","Mujer",NA,1338,NA,294,NA,8,0,48,-1,29,0,5067031
2020-08-09,"g90 o mas","Mujer",NA,658,NA,171,NA,4,0,18,1,11,0,5067031
2020-08-10,"g0-9","Hombre",2.1,218,0,0,"2021-07-15",7,0,84,0,47,0,5067031
2020-08-10,"g10-19","Hombre",3.6,378,0,0,"2021-07-15",9,0,144,0,82,0,5067031
2020-08-10,"g20-29","Hombre",9.5,995,0.1,1,"2021-07-15",24,0,341,0,192,0,5067031
2020-08-10,"g30-39","Hombre",12.6,1323,0.7,6,"2021-07-15",19,0,278,0,168,0,5067031
2020-08-10,"g40-49","Hombre",16.1,1689,0.8,7,"2021-07-15",15,0,232,0,138,0,5067031
2020-08-10,"g50-59","Hombre",16.5,1733,3.5,29,"2021-07-15",15,0,166,0,102,0,5067031
2020-08-10,"g60-69","Hombre",15.2,1595,13.6,112,"2021-07-15",6,0,106,0,55,0,5067031
