"GrupoEdad","Sexo","PorcCasos","CasosAcum","PorcDef","DefAcum","fecha","CasosDia","DefDia","Casos_14d","Def_14d","Casos_7d","Def_7d","PoblacionCV"
"g60-69","Mujer",9.7,3875,6.6,53,"2020-11-03",120,1,1459,1459,1081,1081,5003769
"g70-79","Mujer",7,2785,19.3,156,"2020-11-03",58,0,1003,1003,749,749,5003769
"g80-89","Mujer",6.2,2460,45.1,365,"2020-11-03",42,9,687,687,527,527,5003769
"g90 o mas","Mujer",2.7,1056,26,210,"2020-11-03",15,0,240,240,193,193,5003769
"g0-9","Hombre",5.8,2167,0,0,"2020-11-05",110,0,1173,1173,794,794,5003769
"g10-19","Hombre",9.3,3479,0,0,"2020-11-05",183,0,1991,1991,1385,1385,5003769
"g20-29","Hombre",14.5,5404,0.1,1,"2020-11-05",201,0,2359,2359,1596,1596,5003769
"g30-39","Hombre",14.6,5437,0.6,6,"2020-11-05",197,0,2235,2235,1483,1483,5003769
"g40-49","Hombre",16.8,6272,1.3,14,"2020-11-05",254,0,2866,2866,2001,2001,5003769
"g50-59","Hombre",14.7,5497,4.4,47,"2020-11-05",221,1,2381,2381,1664,1664,5003769
"g60-69","Hombre",10.7,3990,13.8,148,"2020-11-05",165,5,1518,1518,1074,1074,5003769
"g70-79","Hombre",7.7,2891,30.8,331,"2020-11-05",117,4,993,993,731,731,5003769
"g80-89","Hombre",4.7,1763,36.8,395,"2020-11-05",64,10,537,537,374,374,5003769
"g90 o mas","Hombre",1.1,408,12.2,131,"2020-11-05",8,0,98,98,71,71,5003769
"g0-9","Mujer",5.3,2180,0,0,"2020-11-05",113,0,1150,1150,777,777,5003769
"g10-19","Mujer",8.9,3690,0.1,1,"2020-11-05",199,0,2102,2102,1460,1460,5003769
"g20-29","Mujer",14.5,5986,0.1,1,"2020-11-05",226,0,2567,2567,1726,1726,5003769
"g30-39","Mujer",14.6,6036,0.2,2,"2020-11-05",208,0,2435,2435,1669,1669,5003769
"g40-49","Mujer",16.5,6846,0.6,5,"2020-11-05",264,0,2933,2933,2050,2050,5003769
"g50-59","Mujer",14.8,6133,1.9,16,"2020-11-05",213,0,2421,2421,1749,1749,5003769
"g60-69","Mujer",9.7,4027,6.8,56,"2020-11-05",152,3,1570,1570,1121,1121,5003769
"g70-79","Mujer",7,2889,19.4,159,"2020-11-05",104,3,1079,1079,779,779,5003769
"g80-89","Mujer",6.1,2537,44.9,369,"2020-11-05",77,4,751,751,515,515,5003769
"g90 o mas","Mujer",2.6,1078,25.8,212,"2020-11-05",22,2,257,257,178,178,5003769
"g0-9","Hombre",5.8,2209,0,0,"2020-11-06",42,0,1195,1195,777,777,5003769
"g10-19","Hombre",9.3,3535,0,0,"2020-11-06",56,0,2011,2011,1357,1357,5003769
"g20-29","Hombre",14.4,5459,0.1,1,"2020-11-06",55,0,2363,2363,1518,1518,5003769
"g30-39","Hombre",14.6,5512,0.6,6,"2020-11-06",75,0,2259,2259,1421,1421,5003769
"g40-49","Hombre",16.8,6368,1.3,14,"2020-11-06",96,0,2906,2906,1904,1904,5003769
"g50-59","Hombre",14.8,5587,4.4,48,"2020-11-06",90,1,2422,2422,1621,1621,5003769
"g60-69","Hombre",10.7,4046,13.9,150,"2020-11-06",56,2,1547,1547,1038,1038,5003769
"g70-79","Hombre",7.7,2922,30.7,332,"2020-11-06",31,1,1005,1005,699,699,5003769
"g80-89","Hombre",4.7,1776,36.8,397,"2020-11-06",13,2,538,538,362,362,5003769
"g90 o mas","Hombre",1.1,412,12.2,132,"2020-11-06",4,1,101,101,68,68,5003769
"g0-9","Mujer",5.3,2218,0,0,"2020-11-06",38,0,1156,1156,757,757,5003769
"g10-19","Mujer",9,3763,0.1,1,"2020-11-06",73,0,2135,2135,1440,1440,5003769
"g20-29","Mujer",14.4,6049,0.1,1,"2020-11-06",63,0,2579,2579,1654,1654,5003769
"g30-39","Mujer",14.6,6120,0.2,2,"2020-11-06",84,0,2462,2462,1625,1625,5003769
"g40-49","Mujer",16.5,6945,0.6,5,"2020-11-06",99,0,2973,2973,1997,1997,5003769
"g50-59","Mujer",14.8,6216,1.9,16,"2020-11-06",83,0,2452,2452,1694,1694,5003769
"g60-69","Mujer",9.8,4099,6.9,57,"2020-11-06",72,1,1612,1612,1105,1105,5003769
"g70-79","Mujer",7,2931,19.3,160,"2020-11-06",42,1,1102,1102,749,749,5003769
"g80-89","Mujer",6.1,2562,45,372,"2020-11-06",25,3,763,763,502,502,5003769
"g90 o mas","Mujer",2.6,1083,25.8,213,"2020-11-06",5,1,257,257,172,172,5003769
"g0-9","Hombre",5.9,2292,0,0,"2020-11-07",83,0,1190,1190,793,793,5003769
"g10-19","Hombre",9.4,3669,0,0,"2020-11-07",134,0,2050,2050,1403,1403,5003769
"g20-29","Hombre",14.4,5591,0.1,1,"2020-11-07",132,0,2337,2337,1517,1517,5003769
"g30-39","Hombre",14.5,5644,0.6,6,"2020-11-07",132,0,2243,2243,1439,1439,5003769
"g40-49","Hombre",16.9,6570,1.3,14,"2020-11-07",202,0,2942,2942,1950,1950,5003769
"g50-59","Hombre",14.7,5725,4.4,48,"2020-11-07",138,0,2404,2404,1626,1626,5003769
"g60-69","Hombre",10.7,4161,13.9,150,"2020-11-07",115,0,1587,1587,1081,1081,5003769
"g70-79","Hombre",7.7,2986,30.7,332,"2020-11-07",64,0,1017,1017,710,710,5003769
"g80-89","Hombre",4.7,1818,36.8,397,"2020-11-07",42,0,542,542,368,368,5003769
"g90 o mas","Hombre",1.1,422,12.2,132,"2020-11-07",10,0,108,108,74,74,5003769
"g0-9","Mujer",5.3,2312,0,0,"2020-11-07",94,0,1178,1178,791,791,5003769
"g10-19","Mujer",9,3893,0.1,1,"2020-11-07",130,0,2164,2164,1469,1469,5003769
"g20-29","Mujer",14.3,6202,0.1,1,"2020-11-07",153,0,2561,2561,1673,1673,5003769
"g30-39","Mujer",14.5,6270,0.2,2,"2020-11-07",150,0,2441,2441,1641,1641,5003769
"g40-49","Mujer",16.6,7170,0.6,5,"2020-11-07",225,0,3004,3004,2073,2073,5003769
"g50-59","Mujer",14.8,6392,1.9,16,"2020-11-07",176,0,2460,2460,1727,1727,5003769
"g60-69","Mujer",9.7,4206,6.9,57,"2020-11-07",107,0,1637,1637,1130,1130,5003769
"g70-79","Mujer",7,3011,19.3,160,"2020-11-07",80,0,1122,1122,765,765,5003769
"g80-89","Mujer",6.2,2670,45,372,"2020-11-07",108,0,827,827,569,569,5003769
"g90 o mas","Mujer",2.6,1119,25.8,213,"2020-11-07",36,0,285,285,206,206,5003769
"g0-9","Hombre",5.9,2329,0,0,"2020-11-09",37,0,1208,1208,812,812,5003769
"g10-19","Hombre",9.5,3742,0,0,"2020-11-09",73,0,2095,2095,1450,1450,5003769
"g20-29","Hombre",14.3,5632,0.1,1,"2020-11-09",41,0,2333,2333,1540,1540,5003769
"g30-39","Hombre",14.5,5683,0.5,6,"2020-11-09",39,0,2249,2249,1461,1461,5003769
"g40-49","Hombre",16.9,6625,1.3,14,"2020-11-09",55,0,2954,2954,1986,1986,5003769
"g50-59","Hombre",14.7,5779,4.4,48,"2020-11-09",54,0,2427,2427,1663,1663,5003769
"g60-69","Hombre",10.7,4210,13.7,150,"2020-11-09",49,0,1618,1618,1123,1123,5003769
"g70-79","Hombre",7.7,3005,30.9,339,"2020-11-09",19,7,1026,1026,720,720,5003769
"g80-89","Hombre",4.7,1829,36.9,405,"2020-11-09",11,8,544,544,373,373,5003769
"g90 o mas","Hombre",1.1,427,12.3,135,"2020-11-09",5,3,112,112,79,79,5003769
"g0-9","Mujer",5.4,2350,0,0,"2020-11-09",38,0,1201,1201,821,821,5003769
"g10-19","Mujer",9,3947,0.1,1,"2020-11-09",54,0,2188,2188,1485,1485,5003769
"g20-29","Mujer",14.3,6242,0.1,1,"2020-11-09",40,0,2556,2556,1686,1686,5003769
"g30-39","Mujer",14.5,6312,0.2,2,"2020-11-09",42,0,2447,2447,1665,1665,5003769
"g40-49","Mujer",16.6,7231,0.6,5,"2020-11-09",61,0,3028,3028,2106,2106,5003769
"g50-59","Mujer",14.8,6445,1.9,16,"2020-11-09",53,0,2486,2486,1754,1754,5003769
"g60-69","Mujer",9.7,4245,6.9,58,"2020-11-09",39,1,1657,1657,1159,1159,5003769
"g70-79","Mujer",6.9,3031,19.3,161,"2020-11-09",20,1,1128,1128,772,772,5003769
"g80-89","Mujer",6.2,2686,45.3,378,"2020-11-09",16,6,827,827,579,579,5003769
"g90 o mas","Mujer",2.6,1125,25.5,213,"2020-11-09",6,0,287,287,212,212,5003769
"g0-9","Hombre",6,2540,0,0,"2020-11-12",211,0,1381,1381,581,581,5003769
"g10-19","Hombre",9.7,4112,0,0,"2020-11-12",370,0,2410,2410,1005,1005,5003769
"g20-29","Hombre",14.2,6033,0.1,1,"2020-11-12",401,0,2669,2669,988,988,5003769
"g30-39","Hombre",14.4,6113,0.5,6,"2020-11-12",430,0,2606,2606,1004,1004,5003769
"g40-49","Hombre",16.9,7179,1.2,14,"2020-11-12",554,0,3432,3432,1352,1352,5003769
"g50-59","Hombre",14.9,6313,4.2,48,"2020-11-12",534,0,2891,2891,1232,1232,5003769
"g60-69","Hombre",10.7,4534,13.8,157,"2020-11-12",324,7,1899,1899,821,821,5003769
"g70-79","Hombre",7.6,3205,30.9,351,"2020-11-12",200,12,1208,1208,520,520,5003769
"g80-89","Hombre",4.6,1958,36.8,418,"2020-11-12",129,13,665,665,290,290,5003769
"g90 o mas","Hombre",1.1,448,12.5,142,"2020-11-12",21,7,129,129,60,60,5003769
"g0-9","Mujer",5.4,2529,0,0,"2020-11-12",179,0,1340,1340,540,540,5003769
"g10-19","Mujer",9.2,4338,0.1,1,"2020-11-12",391,0,2510,2510,1066,1066,5003769
"g20-29","Mujer",14.3,6694,0.1,1,"2020-11-12",452,0,2930,2930,1098,1098,5003769
"g30-39","Mujer",14.5,6790,0.2,2,"2020-11-12",478,0,2835,2835,1128,1128,5003769
"g40-49","Mujer",16.7,7824,0.7,6,"2020-11-12",593,1,3558,3558,1474,1474,5003769
"g50-59","Mujer",14.8,6948,1.8,16,"2020-11-12",503,0,2927,2927,1213,1213,5003769
"g60-69","Mujer",9.7,4569,6.8,59,"2020-11-12",324,1,1930,1930,834,834,5003769
"g70-79","Mujer",7,3270,19.2,167,"2020-11-12",239,6,1342,1342,564,564,5003769
"g80-89","Mujer",6,2825,45.3,394,"2020-11-12",139,16,952,952,433,433,5003769
"g90 o mas","Mujer",2.5,1175,25.7,223,"2020-11-12",50,10,333,333,152,152,5003769
"g0-9","Hombre",6,2623,0,0,"2020-11-13",83,0,1442,1442,642,642,5003769
"g10-19","Hombre",9.7,4234,0,0,"2020-11-13",122,0,2500,2500,1075,1075,5003769
"g20-29","Hombre",14.2,6181,0.1,1,"2020-11-13",148,0,2772,2772,1114,1114,5003769
"g30-39","Hombre",14.4,6262,0.5,6,"2020-11-13",149,0,2705,2705,1127,1127,5003769
"g40-49","Hombre",16.9,7347,1.3,15,"2020-11-13",168,1,3529,3529,1487,1487,5003769
"g50-59","Hombre",14.9,6502,4.1,48,"2020-11-13",189,0,3035,3035,1392,1392,5003769
"g60-69","Hombre",10.7,4667,13.7,158,"2020-11-13",133,1,2000,2000,939,939,5003769
"g70-79","Hombre",7.5,3281,31,359,"2020-11-13",76,8,1272,1272,572,572,5003769
"g80-89","Hombre",4.6,1998,36.8,426,"2020-11-13",40,8,697,697,323,323,5003769
"g90 o mas","Hombre",1,453,12.4,144,"2020-11-13",5,2,133,133,61,61,5003769
"g0-9","Mujer",5.4,2587,0,0,"2020-11-13",58,0,1370,1370,571,571,5003769
"g10-19","Mujer",9.3,4462,0.1,1,"2020-11-13",124,0,2604,2604,1138,1138,5003769
"g20-29","Mujer",14.2,6859,0.1,1,"2020-11-13",165,0,3034,3034,1235,1235,5003769
"g30-39","Mujer",14.4,6945,0.2,2,"2020-11-13",155,0,2937,2937,1252,1252,5003769
"g40-49","Mujer",16.7,8031,0.7,6,"2020-11-13",207,0,3711,3711,1625,1625,5003769
"g50-59","Mujer",14.9,7169,1.9,17,"2020-11-13",221,1,3108,3108,1401,1401,5003769
"g60-69","Mujer",9.8,4705,6.7,59,"2020-11-13",136,0,2050,2050,950,950,5003769
"g70-79","Mujer",7,3362,19.1,168,"2020-11-13",92,1,1415,1415,635,635,5003769
"g80-89","Mujer",6,2880,45.3,399,"2020-11-13",55,5,998,998,462,462,5003769
"g90 o mas","Mujer",2.5,1191,25.8,227,"2020-11-13",16,4,342,342,150,150,5003769
"g0-9","Hombre",6,2670,0,0,"2020-11-14",47,0,1370,1370,613,613,5003769
"g10-19","Hombre",9.8,4328,0,0,"2020-11-14",94,0,2392,2392,1032,1032,5003769
"g20-29","Hombre",14.1,6270,0.1,1,"2020-11-14",89,0,2618,2618,1067,1067,5003769
"g30-39","Hombre",14.3,6357,0.5,6,"2020-11-14",95,0,2584,2584,1117,1117,5003769
"g40-49","Hombre",16.9,7496,1.3,15,"2020-11-14",149,0,3416,3416,1478,1478,5003769
"g50-59","Hombre",14.9,6611,4.1,48,"2020-11-14",109,0,2938,2938,1335,1335,5003769
"g60-69","Hombre",10.7,4742,13.7,158,"2020-11-14",75,0,1940,1940,917,917,5003769
"g70-79","Hombre",7.6,3358,31,359,"2020-11-14",77,0,1262,1262,584,584,5003769
"g80-89","Hombre",4.6,2042,36.8,426,"2020-11-14",44,0,695,695,343,343,5003769
"g90 o mas","Hombre",1,463,12.4,144,"2020-11-14",10,0,133,133,63,63,5003769
"g0-9","Mujer",5.4,2650,0,0,"2020-11-14",63,0,1322,1322,583,583,5003769
"g10-19","Mujer",9.3,4547,0.1,1,"2020-11-14",85,0,2466,2466,1056,1056,5003769
"g20-29","Mujer",14.2,6970,0.1,1,"2020-11-14",111,0,2899,2899,1210,1210,5003769
"g30-39","Mujer",14.4,7059,0.2,2,"2020-11-14",114,0,2854,2854,1231,1231,5003769
"g40-49","Mujer",16.7,8187,0.7,6,"2020-11-14",156,0,3591,3591,1605,1605,5003769
"g50-59","Mujer",14.9,7307,1.9,17,"2020-11-14",138,0,3081,3081,1387,1387,5003769
"g60-69","Mujer",9.7,4777,6.7,59,"2020-11-14",72,0,1983,1983,902,902,5003769
"g70-79","Mujer",7,3423,19.1,168,"2020-11-14",61,0,1387,1387,638,638,5003769
"g80-89","Mujer",6,2941,45.3,399,"2020-11-14",61,0,1008,1008,481,481,5003769
"g90 o mas","Mujer",2.5,1227,25.8,227,"2020-11-14",36,0,364,364,171,171,5003769
"g0-9","Hombre",6.1,2698,0,0,"2020-11-16",28,0,1325,1325,531,531,5003769
"g10-19","Hombre",9.8,4361,0,0,"2020-11-16",33,0,2267,2267,882,882,5003769
"g20-29","Hombre",14.1,6294,0.1,1,"2020-11-16",24,0,2486,2486,890,890,5003769
"g30-39","Hombre",14.3,6385,0.5,6,"2020-11-16",28,0,2431,2431,948,948,5003769
"g40-49","Hombre",16.9,7533,1.4,16,"2020-11-16",37,1,3262,3262,1261,1261,5003769
"g50-59","Hombre",14.9,6648,4.1,48,"2020-11-16",37,0,2815,2815,1151,1151,5003769
"g60-69","Hombre",10.7,4774,13.6,160,"2020-11-16",32,2,1858,1858,784,784,5003769
"g70-79","Hombre",7.6,3381,31.2,366,"2020-11-16",23,7,1221,1221,490,490,5003769
"g80-89","Hombre",4.6,2054,36.7,431,"2020-11-16",12,5,665,665,291,291,5003769
"g90 o mas","Hombre",1,465,12.4,146,"2020-11-16",2,2,128,128,57,57,5003769
"g0-9","Mujer",5.4,2669,0,0,"2020-11-16",19,0,1266,1266,489,489,5003769
"g10-19","Mujer",9.3,4585,0.1,1,"2020-11-16",38,0,2355,2355,895,895,5003769
"g20-29","Mujer",14.2,6994,0.1,1,"2020-11-16",24,0,2734,2734,1008,1008,5003769
"g30-39","Mujer",14.4,7097,0.2,2,"2020-11-16",38,0,2730,2730,1061,1061,5003769
"g40-49","Mujer",16.7,8233,0.7,6,"2020-11-16",46,0,3437,3437,1387,1387,5003769
"g50-59","Mujer",14.9,7340,1.9,17,"2020-11-16",33,0,2956,2956,1207,1207,5003769
"g60-69","Mujer",9.8,4816,6.6,59,"2020-11-16",39,0,1910,1910,789,789,5003769
"g70-79","Mujer",7,3445,19.3,172,"2020-11-16",22,4,1335,1335,556,556,5003769
"g80-89","Mujer",6,2963,45.3,404,"2020-11-16",22,5,941,941,426,426,5003769
"g90 o mas","Mujer",2.5,1236,25.7,229,"2020-11-16",9,2,336,336,158,158,5003769
"g0-9","Hombre",6.1,2774,0,0,"2020-11-17",76,0,1342,1342,565,565,5003769
"g10-19","Hombre",9.9,4482,0,0,"2020-11-17",121,0,2304,2304,947,947,5003769
"g20-29","Hombre",14.1,6392,0.1,1,"2020-11-17",98,0,2451,2451,933,933,5003769
"g30-39","Hombre",14.3,6480,0.5,6,"2020-11-17",95,0,2389,2389,968,968,5003769
"g40-49","Hombre",16.9,7685,1.3,16,"2020-11-17",152,0,3221,3221,1317,1317,5003769
"g50-59","Hombre",14.9,6754,4.2,50,"2020-11-17",106,2,2788,2788,1167,1167,5003769
"g60-69","Hombre",10.7,4873,13.4,161,"2020-11-17",99,1,1865,1865,827,827,5003769
"g70-79","Hombre",7.6,3459,30.9,371,"2020-11-17",78,5,1236,1236,537,537,5003769
"g80-89","Hombre",4.6,2089,36.9,443,"2020-11-17",35,12,675,675,313,313,5003769
"g90 o mas","Hombre",1,470,12.6,151,"2020-11-17",5,5,126,126,58,58,5003769
"g0-9","Mujer",5.4,2730,0,0,"2020-11-17",61,0,1269,1269,512,512,5003769
"g10-19","Mujer",9.3,4683,0.1,1,"2020-11-17",98,0,2360,2360,920,920,5003769
"g20-29","Mujer",14.1,7123,0.1,1,"2020-11-17",129,0,2728,2728,1074,1074,5003769
"g30-39","Mujer",14.4,7247,0.2,2,"2020-11-17",150,0,2752,2752,1127,1127,5003769
"g40-49","Mujer",16.7,8426,0.7,6,"2020-11-17",193,0,3478,3478,1481,1481,5003769
"g50-59","Mujer",14.9,7492,1.9,17,"2020-11-17",152,0,2970,2970,1276,1276,5003769
"g60-69","Mujer",9.7,4901,6.6,60,"2020-11-17",85,1,1907,1907,802,802,5003769
"g70-79","Mujer",7,3517,19.2,174,"2020-11-17",72,2,1335,1335,586,586,5003769
"g80-89","Mujer",6,3023,45.6,414,"2020-11-17",60,10,963,963,461,461,5003769
"g90 o mas","Mujer",2.5,1267,25.7,233,"2020-11-17",31,4,356,356,184,184,5003769
"g0-9","Hombre",6.1,2814,0,0,"2020-11-18",40,0,1315,1315,522,522,5003769
"g10-19","Hombre",9.9,4583,0,0,"2020-11-18",101,0,2317,2317,914,914,5003769
"g20-29","Hombre",14,6502,0.1,1,"2020-11-18",110,0,2428,2428,911,911,5003769
"g30-39","Hombre",14.2,6598,0.5,6,"2020-11-18",118,0,2393,2393,954,954,5003769
"g40-49","Hombre",16.9,7841,1.4,17,"2020-11-18",156,1,3221,3221,1271,1271,5003769
"g50-59","Hombre",14.9,6905,4.2,51,"2020-11-18",151,1,2806,2806,1180,1180,5003769
"g60-69","Hombre",10.7,4973,13.4,162,"2020-11-18",100,1,1893,1893,812,812,5003769
"g70-79","Hombre",7.6,3521,31,376,"2020-11-18",62,5,1245,1245,535,535,5003769
"g80-89","Hombre",4.6,2119,36.7,445,"2020-11-18",30,2,669,669,301,301,5003769
"g90 o mas","Hombre",1,476,12.6,153,"2020-11-18",6,2,128,128,54,54,5003769
"g0-9","Mujer",5.4,2799,0,0,"2020-11-18",69,0,1278,1278,487,487,5003769
"g10-19","Mujer",9.3,4776,0.1,1,"2020-11-18",93,0,2352,2352,883,883,5003769
"g20-29","Mujer",14.1,7257,0.1,1,"2020-11-18",134,0,2728,2728,1055,1055,5003769
"g30-39","Mujer",14.3,7379,0.2,2,"2020-11-18",132,0,2750,2750,1109,1109,5003769
"g40-49","Mujer",16.8,8645,0.8,7,"2020-11-18",219,1,3548,3548,1475,1475,5003769
"g50-59","Mujer",14.9,7656,1.8,17,"2020-11-18",164,0,2991,2991,1264,1264,5003769
"g60-69","Mujer",9.8,5019,6.5,60,"2020-11-18",118,0,1943,1943,813,813,5003769
"g70-79","Mujer",7,3587,19.1,177,"2020-11-18",70,3,1341,1341,576,576,5003769
"g80-89","Mujer",6,3064,45.7,423,"2020-11-18",41,9,963,963,394,394,5003769
"g90 o mas","Mujer",2.5,1279,25.6,237,"2020-11-18",12,4,366,366,160,160,5003769
"g0-9","Hombre",6.1,2871,0,0,"2020-11-19",57,0,1354,1354,542,542,5003769
"g10-19","Hombre",9.9,4707,0,0,"2020-11-19",124,0,2415,2415,965,965,5003769
"g20-29","Hombre",14,6647,0.1,1,"2020-11-19",145,0,2555,2555,1015,1015,5003769
"g30-39","Hombre",14.2,6745,0.5,6,"2020-11-19",147,0,2523,2523,1062,1062,5003769
"g40-49","Hombre",16.9,8031,1.4,17,"2020-11-19",190,0,3392,3392,1406,1406,5003769
"g50-59","Hombre",15,7106,4.3,53,"2020-11-19",201,2,2990,2990,1327,1327,5003769
"g60-69","Hombre",10.7,5079,13.4,164,"2020-11-19",106,2,1992,1992,869,869,5003769
"g70-79","Hombre",7.6,3595,31.1,381,"2020-11-19",74,5,1310,1310,590,590,5003769
"g80-89","Hombre",4.5,2155,36.8,451,"2020-11-19",36,6,699,699,326,326,5003769
"g90 o mas","Hombre",1,486,12.6,154,"2020-11-19",10,1,138,138,59,59,5003769
"g0-9","Mujer",5.5,2871,0,0,"2020-11-19",72,0,1342,1342,521,521,5003769
"g10-19","Mujer",9.3,4888,0.1,1,"2020-11-19",112,0,2426,2426,941,941,5003769
"g20-29","Mujer",14.1,7393,0.1,1,"2020-11-19",136,0,2837,2837,1151,1151,5003769
"g30-39","Mujer",14.4,7558,0.2,2,"2020-11-19",179,0,2911,2911,1246,1246,5003769
"g40-49","Mujer",16.8,8848,0.7,7,"2020-11-19",203,0,3723,3723,1617,1617,5003769
"g50-59","Mujer",14.9,7841,1.8,17,"2020-11-19",185,0,3150,3150,1396,1396,5003769
"g60-69","Mujer",9.7,5127,6.5,61,"2020-11-19",108,1,2041,2041,882,882,5003769
"g70-79","Mujer",6.9,3649,19,178,"2020-11-19",62,1,1390,1390,618,618,5003769
"g80-89","Mujer",5.9,3121,46.1,432,"2020-11-19",57,9,1014,1014,435,435,5003769
"g90 o mas","Mujer",2.5,1311,25.5,239,"2020-11-19",32,2,398,398,186,186,5003769
"g0-9","Hombre",6.1,2932,0,0,"2020-11-20",61,0,973,973,392,392,5003769
"g10-19","Hombre",10,4819,0,0,"2020-11-20",112,0,1712,1712,707,707,5003769
"g20-29","Hombre",14,6787,0.1,1,"2020-11-20",140,0,1742,1742,754,754,5003769
"g30-39","Hombre",14.2,6868,0.6,7,"2020-11-20",123,1,1759,1759,755,755,5003769
"g40-49","Hombre",16.9,8192,1.4,17,"2020-11-20",161,0,2365,2365,1013,1013,5003769
"g50-59","Hombre",15,7252,4.3,54,"2020-11-20",146,1,2171,2171,939,939,5003769
"g60-69","Hombre",10.7,5188,13.4,166,"2020-11-20",109,2,1475,1475,654,654,5003769
"g70-79","Hombre",7.6,3665,30.8,383,"2020-11-20",70,2,980,980,460,460,5003769
"g80-89","Hombre",4.5,2179,36.9,458,"2020-11-20",24,7,511,511,221,221,5003769
"g90 o mas","Hombre",1,491,12.6,156,"2020-11-20",5,2,103,103,43,43,5003769
"g0-9","Mujer",5.5,2932,0,0,"2020-11-20",61,0,943,943,403,403,5003769
"g10-19","Mujer",9.3,4984,0.1,1,"2020-11-20",96,0,1712,1712,646,646,5003769
"g20-29","Mujer",14,7506,0.1,1,"2020-11-20",113,0,1910,1910,812,812,5003769
"g30-39","Mujer",14.4,7698,0.2,2,"2020-11-20",140,0,2036,2036,908,908,5003769
"g40-49","Mujer",16.8,9031,0.7,7,"2020-11-20",183,0,2681,2681,1207,1207,5003769
"g50-59","Mujer",15,8016,1.9,18,"2020-11-20",175,1,2281,2281,1068,1068,5003769
"g60-69","Mujer",9.7,5224,6.4,61,"2020-11-20",97,0,1489,1489,655,655,5003769
"g70-79","Mujer",7,3736,19,181,"2020-11-20",87,3,1030,1030,466,466,5003769
"g80-89","Mujer",5.9,3163,46,438,"2020-11-20",42,6,771,771,338,338,5003769
"g90 o mas","Mujer",2.5,1327,25.5,243,"2020-11-20",16,4,304,304,152,152,5003769
"g0-9","Hombre",6.1,2979,0,0,"2020-11-21",47,0,998,998,356,356,5003769
"g10-19","Hombre",10,4922,0,0,"2020-11-21",103,0,1763,1763,688,688,5003769
"g20-29","Hombre",14,6890,0.1,1,"2020-11-21",103,0,1823,1823,709,709,5003769
"g30-39","Hombre",14.2,6976,0.6,7,"2020-11-21",108,0,1841,1841,714,714,5003769
"g40-49","Hombre",17,8337,1.4,17,"2020-11-21",145,0,2477,2477,990,990,5003769
"g50-59","Hombre",15,7370,4.3,54,"2020-11-21",118,0,2260,2260,868,868,5003769
"g60-69","Hombre",10.7,5284,13.4,166,"2020-11-21",96,0,1556,1556,617,617,5003769
"g70-79","Hombre",7.6,3723,30.8,383,"2020-11-21",58,0,1014,1014,442,442,5003769
"g80-89","Hombre",4.5,2206,36.9,458,"2020-11-21",27,0,531,531,208,208,5003769
"g90 o mas","Hombre",1,498,12.6,156,"2020-11-21",7,0,106,106,45,45,5003769
"g0-9","Mujer",5.5,3010,0,0,"2020-11-21",78,0,994,994,423,423,5003769
"g10-19","Mujer",9.3,5094,0.1,1,"2020-11-21",110,0,1770,1770,632,632,5003769
"g20-29","Mujer",14,7616,0.1,1,"2020-11-21",110,0,1992,1992,757,757,5003769
"g30-39","Mujer",14.3,7820,0.2,2,"2020-11-21",122,0,2127,2127,875,875,5003769
"g40-49","Mujer",16.8,9186,0.7,7,"2020-11-21",155,0,2780,2780,1155,1155,5003769
"g50-59","Mujer",15,8168,1.9,18,"2020-11-21",152,0,2400,2400,999,999,5003769
"g60-69","Mujer",9.7,5299,6.4,61,"2020-11-21",75,0,1544,1544,594,594,5003769
"g70-79","Mujer",7,3807,19,181,"2020-11-21",71,0,1080,1080,445,445,5003769
"g80-89","Mujer",5.9,3209,46,438,"2020-11-21",46,0,791,791,329,329,5003769
"g90 o mas","Mujer",2.5,1348,25.5,243,"2020-11-21",21,0,307,307,157,157,5003769
"g0-9","Hombre",6.1,3000,0,0,"2020-11-23",21,0,943,943,330,330,5003769
"g10-19","Hombre",10,4957,0,0,"2020-11-23",35,0,1661,1661,629,629,5003769
"g20-29","Hombre",14,6927,0.1,1,"2020-11-23",37,0,1724,1724,657,657,5003769
"g30-39","Hombre",14.2,7008,0.6,7,"2020-11-23",32,0,1768,1768,651,651,5003769
"g40-49","Hombre",17,8409,1.3,17,"2020-11-23",72,0,2391,2391,913,913,5003769
"g50-59","Hombre",15,7420,4.3,54,"2020-11-23",50,0,2144,2144,809,809,5003769
"g60-69","Hombre",10.7,5309,13.6,172,"2020-11-23",25,6,1484,1484,567,567,5003769
"g70-79","Hombre",7.6,3743,30.7,389,"2020-11-23",20,6,969,969,385,385,5003769
"g80-89","Hombre",4.5,2217,37,469,"2020-11-23",11,11,518,518,175,175,5003769
"g90 o mas","Hombre",1,500,12.5,159,"2020-11-23",2,3,100,100,37,37,5003769
"g0-9","Mujer",5.5,3035,0,0,"2020-11-23",25,0,968,968,385,385,5003769
"g10-19","Mujer",9.4,5149,0.1,1,"2020-11-23",55,0,1658,1658,602,602,5003769
"g20-29","Mujer",13.9,7661,0.1,1,"2020-11-23",45,0,1901,1901,691,691,5003769
"g30-39","Mujer",14.3,7879,0.2,2,"2020-11-23",59,0,2051,2051,820,820,5003769
"g40-49","Mujer",16.9,9268,0.7,7,"2020-11-23",82,0,2686,2686,1081,1081,5003769
