"GrupoEdad","Sexo","PorcCasos","CasosAcum","PorcDef","DefAcum","fecha","CasosDia","DefDia","Casos_14d","Def_14d","Casos_7d","Def_7d","PoblacionCV"
"g0-9","Hombre",0.9,67,0,0,"2020-05-29",0,0,0,0,0,0,5003769
"g10-19","Hombre",1.2,87,0,0,"2020-05-29",0,0,0,0,0,0,5003769
"g20-29","Hombre",5.2,370,0.1,1,"2020-05-29",0,0,0,0,0,0,5003769
"g30-39","Hombre",10.7,756,0.8,6,"2020-05-29",0,0,0,0,0,0,5003769
"g40-49","Hombre",15.6,1100,0.9,7,"2020-05-29",0,0,0,0,0,0,5003769
"g50-59","Hombre",17.4,1232,3.4,27,"2020-05-29",0,0,0,0,0,0,5003769
"g60-69","Hombre",17.9,1261,13.4,106,"2020-05-29",0,0,0,0,0,0,5003769
"g70-79","Hombre",16.2,1142,32.9,260,"2020-05-29",0,0,0,0,0,0,5003769
"g80-89","Hombre",11.7,828,36.5,289,"2020-05-29",0,0,0,0,0,0,5003769
"g90 o mas","Hombre",3.1,221,12,95,"2020-05-29",0,0,0,0,0,0,5003769
"g0-9","Mujer",0.6,56,0,0,"2020-05-29",0,0,0,0,0,0,5003769
"g10-19","Mujer",1.2,106,0.2,1,"2020-05-29",0,0,0,0,0,0,5003769
"g20-29","Mujer",7.5,668,0,0,"2020-05-29",0,0,0,0,0,0,5003769
"g30-39","Mujer",12.1,1088,0.2,1,"2020-05-29",0,0,0,0,0,0,5003769
"g40-49","Mujer",16.2,1456,0.6,4,"2020-05-29",0,0,0,0,0,0,5003769
"g50-59","Mujer",18.2,1631,2.2,14,"2020-05-29",0,0,0,0,0,0,5003769
"g60-69","Mujer",13.5,1207,6.7,43,"2020-05-29",0,0,0,0,0,0,5003769
"g70-79","Mujer",11,983,19.4,124,"2020-05-29",0,0,0,0,0,0,5003769
"g80-89","Mujer",13.1,1171,45.5,290,"2020-05-29",0,0,0,0,0,0,5003769
"g90 o mas","Mujer",6.6,595,25.2,161,"2020-05-29",0,0,0,0,0,0,5003769
"g0-9","Hombre",1,69,0,0,"2020-06-01",2,0,0,0,0,0,5003769
"g10-19","Hombre",1.3,96,0,0,"2020-06-01",9,0,0,0,0,0,5003769
"g20-29","Hombre",5.2,374,0.1,1,"2020-06-01",4,0,0,0,0,0,5003769
"g30-39","Hombre",10.8,769,0.8,6,"2020-06-01",13,0,0,0,0,0,5003769
"g40-49","Hombre",15.6,1115,0.9,7,"2020-06-01",15,0,0,0,0,0,5003769
"g50-59","Hombre",17.4,1244,3.4,27,"2020-06-01",12,0,0,0,0,0,5003769
"g60-69","Hombre",17.8,1273,13.5,107,"2020-06-01",12,1,0,0,0,0,5003769
"g70-79","Hombre",16.1,1150,32.8,260,"2020-06-01",8,0,0,0,0,0,5003769
"g80-89","Hombre",11.6,830,36.5,289,"2020-06-01",2,0,0,0,0,0,5003769
"g90 o mas","Hombre",3.1,221,12,95,"2020-06-01",0,0,0,0,0,0,5003769
"g0-9","Mujer",0.7,59,0,0,"2020-06-01",3,0,0,0,0,0,5003769
"g10-19","Mujer",1.2,112,0.2,1,"2020-06-01",6,0,0,0,0,0,5003769
"g20-29","Mujer",7.5,681,0,0,"2020-06-01",13,0,0,0,0,0,5003769
"g30-39","Mujer",12.1,1100,0.2,1,"2020-06-01",12,0,0,0,0,0,5003769
"g40-49","Mujer",16.2,1471,0.6,4,"2020-06-01",15,0,0,0,0,0,5003769
"g50-59","Mujer",18.2,1650,2.2,14,"2020-06-01",19,0,0,0,0,0,5003769
"g60-69","Mujer",13.4,1215,6.7,43,"2020-06-01",8,0,0,0,0,0,5003769
"g70-79","Mujer",11,995,19.3,124,"2020-06-01",12,0,0,0,0,0,5003769
"g80-89","Mujer",13,1174,45.2,290,"2020-06-01",3,0,0,0,0,0,5003769
"g90 o mas","Mujer",6.6,598,25.6,163,"2020-06-01",3,2,0,0,0,0,5003769
"g0-9","Hombre",1,73,0,0,"2020-06-02",4,0,0,0,0,0,5003769
"g10-19","Hombre",1.4,102,0,0,"2020-06-02",6,0,0,0,0,0,5003769
"g20-29","Hombre",5.3,379,0.1,1,"2020-06-02",5,0,0,0,0,0,5003769
"g30-39","Hombre",10.8,779,0.8,6,"2020-06-02",10,0,0,0,0,0,5003769
"g40-49","Hombre",15.6,1123,0.9,7,"2020-06-02",8,0,0,0,0,0,5003769
"g50-59","Hombre",17.4,1257,3.4,27,"2020-06-02",13,0,0,0,0,0,5003769
"g60-69","Hombre",17.8,1283,13.5,107,"2020-06-02",10,0,0,0,0,0,5003769
"g70-79","Hombre",16.1,1157,32.8,260,"2020-06-02",7,0,0,0,0,0,5003769
"g80-89","Hombre",11.6,834,36.5,289,"2020-06-02",4,0,0,0,0,0,5003769
"g90 o mas","Hombre",3.1,221,12,95,"2020-06-02",0,0,0,0,0,0,5003769
"g0-9","Mujer",0.7,61,0,0,"2020-06-02",2,0,0,0,0,0,5003769
"g10-19","Mujer",1.3,119,0.2,1,"2020-06-02",7,0,0,0,0,0,5003769
"g20-29","Mujer",7.5,686,0,0,"2020-06-02",5,0,0,0,0,0,5003769
"g30-39","Mujer",12.2,1112,0.2,1,"2020-06-02",12,0,0,0,0,0,5003769
"g40-49","Mujer",16.3,1484,0.6,4,"2020-06-02",13,0,0,0,0,0,5003769
"g50-59","Mujer",18.2,1660,2.2,14,"2020-06-02",10,0,0,0,0,0,5003769
"g60-69","Mujer",13.4,1227,6.7,43,"2020-06-02",12,0,0,0,0,0,5003769
"g70-79","Mujer",11,1003,19.4,124,"2020-06-02",8,0,0,0,0,0,5003769
"g80-89","Mujer",12.9,1179,45.3,290,"2020-06-02",5,0,0,0,0,0,5003769
"g90 o mas","Mujer",6.6,599,25.5,163,"2020-06-02",1,0,0,0,0,0,5003769
"g0-9","Hombre",1.1,77,0,0,"2020-06-03",4,0,0,0,0,0,5003769
"g10-19","Hombre",1.4,104,0,0,"2020-06-03",2,0,0,0,0,0,5003769
"g20-29","Hombre",5.3,386,0.1,1,"2020-06-03",7,0,0,0,0,0,5003769
"g30-39","Hombre",10.8,786,0.8,6,"2020-06-03",7,0,0,0,0,0,5003769
"g40-49","Hombre",15.6,1130,0.9,7,"2020-06-03",7,0,0,0,0,0,5003769
"g50-59","Hombre",17.4,1260,3.4,27,"2020-06-03",3,0,0,0,0,0,5003769
"g60-69","Hombre",17.8,1288,13.6,108,"2020-06-03",5,1,0,0,0,0,5003769
"g70-79","Hombre",16,1161,32.8,261,"2020-06-03",4,1,0,0,0,0,5003769
"g80-89","Hombre",11.5,836,36.6,291,"2020-06-03",2,2,0,0,0,0,5003769
"g90 o mas","Hombre",3,221,11.9,95,"2020-06-03",0,0,0,0,0,0,5003769
"g0-9","Mujer",0.7,61,0,0,"2020-06-03",0,0,0,0,0,0,5003769
"g10-19","Mujer",1.3,122,0.2,1,"2020-06-03",3,0,0,0,0,0,5003769
"g20-29","Mujer",7.5,693,0,0,"2020-06-03",7,0,0,0,0,0,5003769
"g30-39","Mujer",12.2,1121,0.2,1,"2020-06-03",9,0,0,0,0,0,5003769
"g40-49","Mujer",16.3,1497,0.6,4,"2020-06-03",13,0,0,0,0,0,5003769
"g50-59","Mujer",18.2,1670,2.2,14,"2020-06-03",10,0,0,0,0,0,5003769
"g60-69","Mujer",13.5,1237,6.7,43,"2020-06-03",10,0,0,0,0,0,5003769
"g70-79","Mujer",10.9,1006,19.3,124,"2020-06-03",3,0,0,0,0,0,5003769
"g80-89","Mujer",12.9,1183,45.3,291,"2020-06-03",4,1,0,0,0,0,5003769
"g90 o mas","Mujer",6.5,598,25.7,165,"2020-06-03",-1,2,0,0,0,0,5003769
"g0-9","Hombre",1.1,79,0,0,"2020-06-05",2,0,0,0,0,0,5003769
"g10-19","Hombre",1.5,107,0,0,"2020-06-05",3,0,0,0,0,0,5003769
"g20-29","Hombre",5.3,389,0.1,1,"2020-06-05",3,0,0,0,0,0,5003769
"g30-39","Hombre",10.9,803,0.8,6,"2020-06-05",17,0,0,0,0,0,5003769
"g40-49","Hombre",15.7,1153,0.9,7,"2020-06-05",23,0,0,0,0,0,5003769
"g50-59","Hombre",17.5,1285,3.4,27,"2020-06-05",25,0,0,0,0,0,5003769
"g60-69","Hombre",17.7,1297,13.6,109,"2020-06-05",9,1,0,0,0,0,5003769
"g70-79","Hombre",15.9,1172,32.8,262,"2020-06-05",11,1,0,0,0,0,5003769
"g80-89","Hombre",11.5,842,36.5,292,"2020-06-05",6,1,0,0,0,0,5003769
"g90 o mas","Hombre",3,221,11.9,95,"2020-06-05",0,0,0,0,0,0,5003769
"g0-9","Mujer",0.7,67,0,0,"2020-06-05",6,0,0,0,0,0,5003769
"g10-19","Mujer",1.4,127,0.2,1,"2020-06-05",5,0,0,0,0,0,5003769
"g20-29","Mujer",7.6,708,0,0,"2020-06-05",15,0,0,0,0,0,5003769
"g30-39","Mujer",12.2,1139,0.2,1,"2020-06-05",18,0,0,0,0,0,5003769
"g40-49","Mujer",16.4,1527,0.6,4,"2020-06-05",30,0,0,0,0,0,5003769
"g50-59","Mujer",18.1,1688,2.2,14,"2020-06-05",18,0,0,0,0,0,5003769
"g60-69","Mujer",13.5,1256,6.7,43,"2020-06-05",19,0,0,0,0,0,5003769
"g70-79","Mujer",11,1023,19.4,125,"2020-06-05",17,1,0,0,0,0,5003769
"g80-89","Mujer",12.8,1192,45.1,291,"2020-06-05",9,0,0,0,0,0,5003769
"g90 o mas","Mujer",6.4,601,25.7,166,"2020-06-05",3,1,0,0,0,0,5003769
"g0-9","Hombre",1.1,80,0,0,"2020-06-06",1,0,0,0,0,0,5003769
"g10-19","Hombre",1.5,109,0,0,"2020-06-06",2,0,0,0,0,0,5003769
"g20-29","Hombre",5.3,393,0.1,1,"2020-06-06",4,0,0,0,0,0,5003769
"g30-39","Hombre",10.9,804,0.8,6,"2020-06-06",1,0,0,0,0,0,5003769
"g40-49","Hombre",15.7,1157,0.9,7,"2020-06-06",4,0,0,0,0,0,5003769
"g50-59","Hombre",17.6,1297,3.4,27,"2020-06-06",12,0,0,0,0,0,5003769
"g60-69","Hombre",17.6,1297,13.6,109,"2020-06-06",0,0,0,0,0,0,5003769
"g70-79","Hombre",15.9,1175,32.8,262,"2020-06-06",3,0,0,0,0,0,5003769
"g80-89","Hombre",11.4,842,36.5,292,"2020-06-06",0,0,0,0,0,0,5003769
"g90 o mas","Hombre",3,221,11.9,95,"2020-06-06",0,0,0,0,0,0,5003769
"g0-9","Mujer",0.7,69,0,0,"2020-06-06",2,0,0,0,0,0,5003769
"g10-19","Mujer",1.4,128,0.2,1,"2020-06-06",1,0,0,0,0,0,5003769
"g20-29","Mujer",7.6,716,0,0,"2020-06-06",8,0,0,0,0,0,5003769
"g30-39","Mujer",12.2,1145,0.2,1,"2020-06-06",6,0,0,0,0,0,5003769
"g40-49","Mujer",16.4,1534,0.6,4,"2020-06-06",7,0,0,0,0,0,5003769
"g50-59","Mujer",18.1,1696,2.2,14,"2020-06-06",8,0,0,0,0,0,5003769
"g60-69","Mujer",13.5,1263,6.7,43,"2020-06-06",7,0,0,0,0,0,5003769
"g70-79","Mujer",11,1033,19.4,125,"2020-06-06",10,0,0,0,0,0,5003769
"g80-89","Mujer",12.7,1191,45.1,291,"2020-06-06",-1,0,0,0,0,0,5003769
"g90 o mas","Mujer",6.4,601,25.7,166,"2020-06-06",0,0,0,0,0,0,5003769
"g0-9","Hombre",1.1,81,0,0,"2020-06-07",1,0,0,0,14,14,5003769
"g10-19","Hombre",1.5,109,0,0,"2020-06-07",0,0,0,0,22,22,5003769
"g20-29","Hombre",5.4,398,0.1,1,"2020-06-07",5,0,0,0,28,28,5003769
"g30-39","Hombre",10.9,806,0.8,6,"2020-06-07",2,0,0,0,50,50,5003769
"g40-49","Hombre",15.7,1160,0.9,7,"2020-06-07",3,0,0,0,60,60,5003769
"g50-59","Hombre",17.6,1298,3.4,27,"2020-06-07",1,0,0,0,66,66,5003769
"g60-69","Hombre",17.6,1299,13.6,109,"2020-06-07",2,0,0,0,38,38,5003769
"g70-79","Hombre",15.9,1175,32.8,262,"2020-06-07",0,0,0,0,33,33,5003769
"g80-89","Hombre",11.4,844,36.5,292,"2020-06-07",2,0,0,0,16,16,5003769
"g90 o mas","Hombre",3,221,11.9,95,"2020-06-07",0,0,0,0,0,0,5003769
"g0-9","Mujer",0.7,70,0,0,"2020-06-07",1,0,0,0,14,14,5003769
"g10-19","Mujer",1.4,128,0.2,1,"2020-06-07",0,0,0,0,22,22,5003769
"g20-29","Mujer",7.6,717,0,0,"2020-06-07",1,0,0,0,49,49,5003769
"g30-39","Mujer",12.2,1148,0.2,1,"2020-06-07",3,0,0,0,60,60,5003769
"g40-49","Mujer",16.4,1538,0.6,4,"2020-06-07",4,0,0,0,82,82,5003769
"g50-59","Mujer",18.1,1699,2.2,14,"2020-06-07",3,0,0,0,68,68,5003769
"g60-69","Mujer",13.4,1263,6.7,43,"2020-06-07",0,0,0,0,56,56,5003769
"g70-79","Mujer",11,1036,19.4,125,"2020-06-07",3,0,0,0,53,53,5003769
"g80-89","Mujer",12.7,1193,45.1,291,"2020-06-07",2,0,0,0,22,22,5003769
"g90 o mas","Mujer",6.4,602,25.7,166,"2020-06-07",1,0,0,0,7,7,5003769
"g0-9","Hombre",1.1,82,0,0,"2020-06-08",1,0,0,0,15,15,5003769
"g10-19","Hombre",1.5,110,0,0,"2020-06-08",1,0,0,0,23,23,5003769
"g20-29","Hombre",5.4,399,0.1,1,"2020-06-08",1,0,0,0,29,29,5003769
"g30-39","Hombre",10.9,808,0.7,6,"2020-06-08",2,0,0,0,52,52,5003769
"g40-49","Hombre",15.8,1178,0.9,7,"2020-06-08",18,0,0,0,78,78,5003769
"g50-59","Hombre",17.6,1308,3.4,27,"2020-06-08",10,0,0,0,76,76,5003769
"g60-69","Hombre",17.6,1305,13.7,110,"2020-06-08",6,1,0,0,44,44,5003769
"g70-79","Hombre",15.8,1178,32.9,264,"2020-06-08",3,2,0,0,36,36,5003769
"g80-89","Hombre",11.4,844,36.4,292,"2020-06-08",0,0,0,0,16,16,5003769
"g90 o mas","Hombre",3,221,11.8,95,"2020-06-08",0,0,0,0,0,0,5003769
"g0-9","Mujer",0.7,70,0,0,"2020-06-08",0,0,0,0,14,14,5003769
"g10-19","Mujer",1.4,132,0.2,1,"2020-06-08",4,0,0,0,26,26,5003769
"g20-29","Mujer",7.7,723,0,0,"2020-06-08",6,0,0,0,55,55,5003769
"g30-39","Mujer",12.2,1153,0.2,1,"2020-06-08",5,0,0,0,65,65,5003769
"g40-49","Mujer",16.4,1547,0.6,4,"2020-06-08",9,0,0,0,91,91,5003769
"g50-59","Mujer",18.1,1711,2.2,14,"2020-06-08",12,0,0,0,80,80,5003769
"g60-69","Mujer",13.4,1268,6.7,43,"2020-06-08",5,0,0,0,61,61,5003769
"g70-79","Mujer",11,1038,19.5,126,"2020-06-08",2,1,0,0,55,55,5003769
"g80-89","Mujer",12.7,1197,45,291,"2020-06-08",4,0,0,0,26,26,5003769
"g90 o mas","Mujer",6.4,606,25.7,166,"2020-06-08",4,0,0,0,11,11,5003769
"g0-9","Hombre",1.1,83,0,0,"2020-06-09",1,0,0,0,14,14,5003769
"g10-19","Hombre",1.5,112,0,0,"2020-06-09",2,0,0,0,16,16,5003769
"g20-29","Hombre",5.4,400,0.1,1,"2020-06-09",1,0,0,0,26,26,5003769
"g30-39","Hombre",10.8,809,0.7,6,"2020-06-09",1,0,0,0,40,40,5003769
"g40-49","Hombre",15.9,1186,0.9,7,"2020-06-09",8,0,0,0,71,71,5003769
"g50-59","Hombre",17.6,1317,3.4,27,"2020-06-09",9,0,0,0,73,73,5003769
"g60-69","Hombre",17.6,1318,13.7,110,"2020-06-09",13,0,0,0,45,45,5003769
"g70-79","Hombre",15.8,1183,32.8,264,"2020-06-09",5,0,0,0,33,33,5003769
"g80-89","Hombre",11.3,844,36.4,293,"2020-06-09",0,1,0,0,14,14,5003769
"g90 o mas","Hombre",3,221,11.9,96,"2020-06-09",0,1,0,0,0,0,5003769
"g0-9","Mujer",0.7,70,0,0,"2020-06-09",0,0,0,0,11,11,5003769
"g10-19","Mujer",1.4,133,0.2,1,"2020-06-09",1,0,0,0,21,21,5003769
"g20-29","Mujer",7.7,730,0,0,"2020-06-09",7,0,0,0,49,49,5003769
"g30-39","Mujer",12.2,1159,0.2,1,"2020-06-09",6,0,0,0,59,59,5003769
"g40-49","Mujer",16.4,1556,0.6,4,"2020-06-09",9,0,0,0,85,85,5003769
"g50-59","Mujer",18.1,1719,2.2,14,"2020-06-09",8,0,0,0,69,69,5003769
"g60-69","Mujer",13.5,1278,6.7,43,"2020-06-09",10,0,0,0,63,63,5003769
"g70-79","Mujer",11,1047,19.5,126,"2020-06-09",9,0,0,0,52,52,5003769
"g80-89","Mujer",12.6,1198,45,291,"2020-06-09",1,0,0,0,24,24,5003769
"g90 o mas","Mujer",6.4,607,25.7,166,"2020-06-09",1,0,0,0,9,9,5003769
"g0-9","Hombre",1.1,86,0,0,"2020-06-10",3,0,0,0,13,13,5003769
"g10-19","Hombre",1.5,114,0,0,"2020-06-10",2,0,0,0,12,12,5003769
"g20-29","Hombre",5.4,403,0.1,1,"2020-06-10",3,0,0,0,24,24,5003769
"g30-39","Hombre",10.8,813,0.7,6,"2020-06-10",4,0,0,0,34,34,5003769
"g40-49","Hombre",15.9,1199,0.9,7,"2020-06-10",13,0,0,0,76,76,5003769
"g50-59","Hombre",17.6,1321,3.4,27,"2020-06-10",4,0,0,0,64,64,5003769
"g60-69","Hombre",17.6,1326,13.7,110,"2020-06-10",8,0,0,0,43,43,5003769
"g70-79","Hombre",15.8,1191,32.8,264,"2020-06-10",8,0,0,0,34,34,5003769
"g80-89","Hombre",11.2,845,36.4,293,"2020-06-10",1,0,0,0,11,11,5003769
"g90 o mas","Hombre",2.9,221,11.9,96,"2020-06-10",0,0,0,0,0,0,5003769
"g0-9","Mujer",0.8,72,0,0,"2020-06-10",2,0,0,0,11,11,5003769
"g10-19","Mujer",1.4,138,0.2,1,"2020-06-10",5,0,0,0,19,19,5003769
"g20-29","Mujer",7.7,736,0,0,"2020-06-10",6,0,0,0,50,50,5003769
"g30-39","Mujer",12.3,1171,0.2,1,"2020-06-10",12,0,0,0,59,59,5003769
"g40-49","Mujer",16.4,1564,0.6,4,"2020-06-10",8,0,0,0,80,80,5003769
"g50-59","Mujer",18,1722,2.2,14,"2020-06-10",3,0,0,0,62,62,5003769
"g60-69","Mujer",13.5,1285,6.6,43,"2020-06-10",7,0,0,0,58,58,5003769
"g70-79","Mujer",11,1054,19.4,126,"2020-06-10",7,0,0,0,51,51,5003769
"g80-89","Mujer",12.6,1199,44.9,291,"2020-06-10",1,0,0,0,20,20,5003769
"g90 o mas","Mujer",6.4,607,25.9,168,"2020-06-10",0,2,0,0,8,8,5003769
"g0-9","Hombre",1.2,88,0,0,"2020-06-13",2,0,0,0,11,11,5003769
"g10-19","Hombre",1.5,118,0,0,"2020-06-13",4,0,0,0,14,14,5003769
"g20-29","Hombre",5.4,413,0.1,1,"2020-06-13",10,0,0,0,27,27,5003769
"g30-39","Hombre",10.9,834,0.7,6,"2020-06-13",21,0,0,0,48,48,5003769
"g40-49","Hombre",15.9,1218,0.9,7,"2020-06-13",19,0,0,0,88,88,5003769
"g50-59","Hombre",17.6,1346,3.3,27,"2020-06-13",25,0,0,0,86,86,5003769
"g60-69","Hombre",17.6,1345,13.6,110,"2020-06-13",19,0,0,0,57,57,5003769
"g70-79","Hombre",15.8,1208,32.7,264,"2020-06-13",17,0,0,0,47,47,5003769
"g80-89","Hombre",11.2,857,36.6,295,"2020-06-13",12,2,0,0,21,21,5003769
"g90 o mas","Hombre",2.9,221,12,97,"2020-06-13",0,1,0,0,0,0,5003769
"g0-9","Mujer",0.8,76,0,0,"2020-06-13",4,0,0,0,15,15,5003769
"g10-19","Mujer",1.5,145,0.2,1,"2020-06-13",7,0,0,0,23,23,5003769
"g20-29","Mujer",7.7,752,0,0,"2020-06-13",16,0,0,0,59,59,5003769
"g30-39","Mujer",12.2,1191,0.2,1,"2020-06-13",20,0,0,0,70,70,5003769
"g40-49","Mujer",16.5,1608,0.6,4,"2020-06-13",44,0,0,0,111,111,5003769
"g50-59","Mujer",18.1,1763,2.2,14,"2020-06-13",41,0,0,0,93,93,5003769
"g60-69","Mujer",13.5,1317,6.6,43,"2020-06-13",32,0,0,0,80,80,5003769
"g70-79","Mujer",11,1075,19.4,126,"2020-06-13",21,0,0,0,69,69,5003769
"g80-89","Mujer",12.5,1218,45,293,"2020-06-13",19,2,0,0,35,35,5003769
"g90 o mas","Mujer",6.3,610,26,169,"2020-06-13",3,1,0,0,12,12,5003769
"g0-9","Hombre",1.1,88,0,0,"2020-06-14",0,0,0,0,9,9,5003769
"g10-19","Hombre",1.6,119,0,0,"2020-06-14",1,0,0,0,12,12,5003769
"g20-29","Hombre",5.4,414,0.1,1,"2020-06-14",1,0,0,0,25,25,5003769
"g30-39","Hombre",10.9,836,0.7,6,"2020-06-14",2,0,0,0,33,33,5003769
"g40-49","Hombre",15.9,1220,0.9,7,"2020-06-14",2,0,0,0,67,67,5003769
"g50-59","Hombre",17.6,1348,3.3,27,"2020-06-14",2,0,0,0,63,63,5003769
"g60-69","Hombre",17.6,1346,13.6,110,"2020-06-14",1,0,0,0,49,49,5003769
"g70-79","Hombre",15.8,1208,32.7,264,"2020-06-14",0,0,0,0,36,36,5003769
"g80-89","Hombre",11.2,857,36.6,295,"2020-06-14",0,0,0,0,15,15,5003769
"g90 o mas","Hombre",2.9,221,12,97,"2020-06-14",0,0,0,0,0,0,5003769
"g0-9","Mujer",0.8,77,0,0,"2020-06-14",1,0,0,0,10,10,5003769
"g10-19","Mujer",1.5,146,0.2,1,"2020-06-14",1,0,0,0,19,19,5003769
"g20-29","Mujer",7.7,752,0,0,"2020-06-14",0,0,0,0,44,44,5003769
"g30-39","Mujer",12.2,1192,0.2,1,"2020-06-14",1,0,0,0,53,53,5003769
"g40-49","Mujer",16.5,1610,0.6,4,"2020-06-14",2,0,0,0,83,83,5003769
"g50-59","Mujer",18.1,1764,2.2,14,"2020-06-14",1,0,0,0,76,76,5003769
"g60-69","Mujer",13.5,1318,6.6,43,"2020-06-14",1,0,0,0,62,62,5003769
"g70-79","Mujer",11,1075,19.4,126,"2020-06-14",0,0,0,0,52,52,5003769
"g80-89","Mujer",12.5,1218,45,293,"2020-06-14",0,0,0,0,26,26,5003769
"g90 o mas","Mujer",6.2,610,26,169,"2020-06-14",0,0,0,0,9,9,5003769
"g0-9","Hombre",1.2,89,0,0,"2020-06-17",1,0,0,0,9,9,5003769
"g10-19","Hombre",1.6,124,0,0,"2020-06-17",5,0,0,0,15,15,5003769
"g20-29","Hombre",5.5,426,0.1,1,"2020-06-17",12,0,0,0,33,33,5003769
"g30-39","Hombre",11,848,0.7,6,"2020-06-17",12,0,0,0,44,44,5003769
"g40-49","Hombre",16,1235,0.9,7,"2020-06-17",15,0,0,0,78,78,5003769
"g50-59","Hombre",17.6,1360,3.3,27,"2020-06-17",12,0,0,0,63,63,5003769
"g60-69","Hombre",17.5,1355,13.7,111,"2020-06-17",9,1,0,0,58,58,5003769
"g70-79","Hombre",15.7,1215,32.9,267,"2020-06-17",7,3,0,0,40,40,5003769
"g80-89","Hombre",11.1,862,36.3,295,"2020-06-17",5,0,0,0,20,20,5003769
"g90 o mas","Hombre",2.9,222,12.1,98,"2020-06-17",1,1,0,0,1,1,5003769
"g0-9","Mujer",0.8,79,0,0,"2020-06-17",2,0,0,0,10,10,5003769
"g10-19","Mujer",1.5,149,0.2,1,"2020-06-17",3,0,0,0,21,21,5003769
"g20-29","Mujer",7.7,761,0,0,"2020-06-17",9,0,0,0,45,45,5003769
"g30-39","Mujer",12.2,1203,0.2,1,"2020-06-17",11,0,0,0,58,58,5003769
"g40-49","Mujer",16.5,1631,0.6,4,"2020-06-17",21,0,0,0,97,97,5003769
"g50-59","Mujer",18.1,1782,2.1,14,"2020-06-17",18,0,0,0,86,86,5003769
"g60-69","Mujer",13.5,1334,6.6,43,"2020-06-17",16,0,0,0,71,71,5003769
"g70-79","Mujer",11,1087,19.3,126,"2020-06-17",12,0,0,0,54,54,5003769
"g80-89","Mujer",12.4,1222,45,294,"2020-06-17",4,1,0,0,31,31,5003769
"g90 o mas","Mujer",6.2,610,26,170,"2020-06-17",0,1,0,0,9,9,5003769
"g0-9","Hombre",1.1,89,0,0,"2020-06-19",0,0,22,22,8,8,5003769
"g10-19","Hombre",1.6,126,0,0,"2020-06-19",2,0,39,39,17,17,5003769
"g20-29","Hombre",5.5,430,0.1,1,"2020-06-19",4,0,60,60,32,32,5003769
"g30-39","Hombre",11,858,0.7,6,"2020-06-19",10,0,102,102,52,52,5003769
"g40-49","Hombre",16,1249,0.9,7,"2020-06-19",14,0,149,149,89,89,5003769
"g50-59","Hombre",17.6,1373,3.4,28,"2020-06-19",13,1,141,141,75,75,5003769
"g60-69","Hombre",17.5,1362,13.7,111,"2020-06-19",7,0,101,101,63,63,5003769
"g70-79","Hombre",15.7,1228,32.8,267,"2020-06-19",13,0,86,86,53,53,5003769
"g80-89","Hombre",11,861,36.3,295,"2020-06-19",-1,0,33,33,17,17,5003769
"g90 o mas","Hombre",2.8,222,12.1,98,"2020-06-19",0,0,1,1,1,1,5003769
"g0-9","Mujer",0.8,79,0,0,"2020-06-19",0,0,23,23,9,9,5003769
"g10-19","Mujer",1.6,156,0.2,1,"2020-06-19",7,0,50,50,28,28,5003769
"g20-29","Mujer",7.8,774,0,0,"2020-06-19",13,0,106,106,57,57,5003769
"g30-39","Mujer",12.3,1224,0.2,1,"2020-06-19",21,0,136,136,76,76,5003769
"g40-49","Mujer",16.6,1653,0.6,4,"2020-06-19",22,0,197,197,115,115,5003769
"g50-59","Mujer",18.1,1801,2.1,14,"2020-06-19",19,0,170,170,102,102,5003769
"g60-69","Mujer",13.5,1348,6.6,43,"2020-06-19",14,0,141,141,85,85,5003769
"g70-79","Mujer",11,1096,19.3,126,"2020-06-19",9,0,113,113,60,60,5003769
"g80-89","Mujer",12.3,1222,45.1,295,"2020-06-19",0,1,51,51,29,29,5003769
"g90 o mas","Mujer",6.1,610,26,170,"2020-06-19",0,0,15,15,8,8,5003769
"g0-9","Hombre",1.1,90,0,0,"2020-06-21",1,0,23,23,8,8,5003769
"g10-19","Hombre",1.6,128,0,0,"2020-06-21",2,0,41,41,18,18,5003769
"g20-29","Hombre",5.5,431,0.1,1,"2020-06-21",1,0,61,61,32,32,5003769
"g30-39","Hombre",11.1,868,0.7,6,"2020-06-21",10,0,112,112,60,60,5003769
"g40-49","Hombre",16.1,1260,0.9,7,"2020-06-21",11,0,160,160,82,82,5003769
"g50-59","Hombre",17.6,1382,3.4,28,"2020-06-21",9,0,150,150,74,74,5003769
"g60-69","Hombre",17.4,1366,13.7,111,"2020-06-21",4,0,105,105,61,61,5003769
"g70-79","Hombre",15.7,1231,32.8,267,"2020-06-21",3,0,89,89,53,53,5003769
"g80-89","Hombre",11,867,36.3,295,"2020-06-21",6,0,39,39,23,23,5003769
"g90 o mas","Hombre",2.9,224,12.1,98,"2020-06-21",2,0,3,3,3,3,5003769
"g0-9","Mujer",0.8,80,0,0,"2020-06-21",1,0,24,24,10,10,5003769
"g10-19","Mujer",1.6,159,0.2,1,"2020-06-21",3,0,53,53,27,27,5003769
"g20-29","Mujer",7.8,780,0,0,"2020-06-21",6,0,112,112,57,57,5003769
"g30-39","Mujer",12.3,1228,0.2,1,"2020-06-21",4,0,140,140,75,75,5003769
"g40-49","Mujer",16.6,1665,0.6,4,"2020-06-21",12,0,209,209,118,118,5003769
"g50-59","Mujer",18.1,1811,2.1,14,"2020-06-21",10,0,180,180,100,100,5003769
